date,Chelsea Football Club,isPartial
2016-03-05 06:40:00,10,False
2016-03-05 06:48:00,11,False
2016-03-05 06:56:00,9,False
2016-03-05 07:04:00,8,False
2016-03-05 07:12:00,7,False
2016-03-05 07:20:00,12,False
2016-03-05 07:28:00,11,False
2016-03-05 07:36:00,4,False
2016-03-05 07:44:00,8,False
2016-03-05 07:52:00,4,False
2016-03-05 08:00:00,9,False
2016-03-05 08:08:00,13,False
2016-03-05 08:16:00,6,False
2016-03-05 08:24:00,14,False
2016-03-05 08:32:00,10,False
2016-03-05 08:40:00,9,False
2016-03-05 08:48:00,6,False
2016-03-05 08:56:00,8,False
2016-03-05 09:04:00,14,False
2016-03-05 09:12:00,6,False
2016-03-05 09:20:00,9,False
2016-03-05 09:28:00,12,False
2016-03-05 09:36:00,22,False
2016-03-05 09:44:00,8,False
2016-03-05 09:52:00,8,False
2016-03-05 10:00:00,11,False
2016-03-05 10:08:00,8,False
2016-03-05 10:16:00,17,False
2016-03-05 10:24:00,16,False
2016-03-05 10:32:00,12,False
2016-03-05 10:40:00,8,False
2016-03-05 10:48:00,13,False
2016-03-05 10:56:00,14,False
2016-03-05 11:04:00,9,False
2016-03-05 11:12:00,11,False
2016-03-05 11:20:00,14,False
2016-03-05 11:28:00,11,False
2016-03-05 11:36:00,15,False
2016-03-05 11:44:00,11,False
2016-03-05 11:52:00,12,False
2016-03-05 12:00:00,12,False
2016-03-05 12:08:00,19,False
2016-03-05 12:16:00,10,False
2016-03-05 12:24:00,12,False
2016-03-05 12:32:00,12,False
2016-03-05 12:40:00,17,False
2016-03-05 12:48:00,10,False
2016-03-05 12:56:00,12,False
2016-03-05 13:04:00,12,False
2016-03-05 13:12:00,11,False
2016-03-05 13:20:00,12,False
2016-03-05 13:28:00,16,False
2016-03-05 13:36:00,16,False
2016-03-05 13:44:00,19,False
2016-03-05 13:52:00,14,False
2016-03-05 14:00:00,16,False
2016-03-05 14:08:00,18,False
2016-03-05 14:16:00,19,False
2016-03-05 14:24:00,17,False
2016-03-05 14:32:00,21,False
2016-03-05 14:40:00,29,False
2016-03-05 14:48:00,26,False
2016-03-05 14:56:00,38,False
2016-03-05 15:04:00,55,False
2016-03-05 15:12:00,46,False
2016-03-05 15:20:00,61,False
2016-03-05 15:28:00,57,False
2016-03-05 15:36:00,78,False
2016-03-05 15:44:00,100,False
2016-03-05 15:52:00,76,False
2016-03-05 16:00:00,66,False
2016-03-05 16:08:00,73,False
2016-03-05 16:16:00,67,False
2016-03-05 16:24:00,69,False
2016-03-05 16:32:00,72,False
2016-03-05 16:40:00,69,False
2016-03-05 16:48:00,68,False
2016-03-05 16:56:00,57,False
2016-03-05 17:04:00,43,False
2016-03-05 17:12:00,42,False
2016-03-05 17:20:00,40,False
2016-03-05 17:28:00,37,False
2016-03-05 17:36:00,37,False
2016-03-05 17:44:00,34,False
2016-03-05 17:52:00,35,False
2016-03-05 18:00:00,31,False
2016-03-05 18:08:00,18,False
2016-03-05 18:16:00,25,False
2016-03-05 18:24:00,24,False
2016-03-05 18:32:00,20,False
2016-03-05 18:40:00,21,False
2016-03-05 18:48:00,15,False
2016-03-05 18:56:00,27,False
2016-03-05 19:04:00,25,False
2016-03-05 19:12:00,18,False
2016-03-05 19:20:00,23,False
2016-03-05 19:28:00,16,False
2016-03-05 19:36:00,21,False
2016-03-05 19:44:00,16,False
2016-03-05 19:52:00,15,False
2016-03-05 20:00:00,18,False
2016-03-05 20:08:00,14,False
2016-03-05 20:16:00,6,False
2016-03-05 20:24:00,16,False
2016-03-05 20:32:00,20,False
2016-03-05 20:40:00,21,False
2016-03-05 20:48:00,15,False
2016-03-05 20:56:00,13,False
2016-03-05 21:04:00,15,False
2016-03-05 21:12:00,14,False
2016-03-05 21:20:00,11,False
2016-03-05 21:28:00,19,False
2016-03-05 21:36:00,7,False
2016-03-05 21:44:00,14,False
2016-03-05 21:52:00,11,False
2016-03-05 22:00:00,8,False
2016-03-05 22:08:00,9,False
2016-03-05 22:16:00,15,False
2016-03-05 22:24:00,9,False
2016-03-05 22:32:00,8,False
2016-03-05 22:40:00,10,False
2016-03-05 22:48:00,15,False
2016-03-05 22:56:00,14,False
2016-03-19 01:04:00,8,False
2016-03-19 01:12:00,8,False
2016-03-19 01:20:00,12,False
2016-03-19 01:28:00,8,False
2016-03-19 01:36:00,14,False
2016-03-19 01:44:00,6,False
2016-03-19 01:52:00,8,False
2016-03-19 02:00:00,8,False
2016-03-19 02:08:00,9,False
2016-03-19 02:16:00,5,False
2016-03-19 02:24:00,5,False
2016-03-19 02:32:00,8,False
2016-03-19 02:40:00,6,False
2016-03-19 02:48:00,6,False
2016-03-19 02:56:00,13,False
2016-03-19 03:04:00,10,False
2016-03-19 03:12:00,2,False
2016-03-19 03:20:00,0,False
2016-03-19 03:28:00,2,False
2016-03-19 03:36:00,9,False
2016-03-19 03:44:00,5,False
2016-03-19 03:52:00,3,False
2016-03-19 04:00:00,7,False
2016-03-19 04:08:00,11,False
2016-03-19 04:16:00,7,False
2016-03-19 04:24:00,4,False
2016-03-19 04:32:00,7,False
2016-03-19 04:40:00,4,False
2016-03-19 04:48:00,5,False
2016-03-19 04:56:00,7,False
2016-03-19 05:04:00,4,False
2016-03-19 05:12:00,4,False
2016-03-19 05:20:00,7,False
2016-03-19 05:28:00,9,False
2016-03-19 05:36:00,9,False
2016-03-19 05:44:00,11,False
2016-03-19 05:52:00,5,False
2016-03-19 06:00:00,7,False
2016-03-19 06:08:00,7,False
2016-03-19 06:16:00,10,False
2016-03-19 06:24:00,8,False
2016-03-19 06:32:00,2,False
2016-03-19 06:40:00,8,False
2016-03-19 06:48:00,7,False
2016-03-19 06:56:00,8,False
2016-03-19 07:04:00,2,False
2016-03-19 07:12:00,11,False
2016-03-19 07:20:00,3,False
2016-03-19 07:28:00,15,False
2016-03-19 07:36:00,18,False
2016-03-19 07:44:00,7,False
2016-03-19 07:52:00,9,False
2016-03-19 08:00:00,7,False
2016-03-19 08:08:00,13,False
2016-03-19 08:16:00,7,False
2016-03-19 08:24:00,9,False
2016-03-19 08:32:00,14,False
2016-03-19 08:40:00,11,False
2016-03-19 08:48:00,12,False
2016-03-19 08:56:00,12,False
2016-03-19 09:04:00,5,False
2016-03-19 09:12:00,12,False
2016-03-19 09:20:00,9,False
2016-03-19 09:28:00,9,False
2016-03-19 09:36:00,4,False
2016-03-19 09:44:00,4,False
2016-03-19 09:52:00,13,False
2016-03-19 10:00:00,13,False
2016-03-19 10:08:00,10,False
2016-03-19 10:16:00,8,False
2016-03-19 10:24:00,8,False
2016-03-19 10:32:00,9,False
2016-03-19 10:40:00,9,False
2016-03-19 10:48:00,7,False
2016-03-19 10:56:00,5,False
2016-03-19 11:04:00,10,False
2016-03-19 11:12:00,10,False
2016-03-19 11:20:00,9,False
2016-03-19 11:28:00,14,False
2016-03-19 11:36:00,12,False
2016-03-19 11:44:00,11,False
2016-03-19 11:52:00,15,False
2016-03-19 12:00:00,15,False
2016-03-19 12:08:00,12,False
2016-03-19 12:16:00,16,False
2016-03-19 12:24:00,12,False
2016-03-19 12:32:00,11,False
2016-03-19 12:40:00,9,False
2016-03-19 12:48:00,7,False
2016-03-19 12:56:00,13,False
