date,Liverpool Football Club,Liverpool,isPartial
2015-12-06 15:28:00,0,53,False
2015-12-06 15:36:00,0,55,False
2015-12-06 15:44:00,0,62,False
2015-12-06 15:52:00,0,76,False
2015-12-06 16:00:00,0,84,False
2015-12-06 16:08:00,0,81,False
2015-12-06 16:16:00,0,75,False
2015-12-06 16:24:00,0,72,False
2015-12-06 16:32:00,0,73,False
2015-12-06 16:40:00,0,70,False
2015-12-06 16:48:00,0,73,False
2015-12-06 16:56:00,0,70,False
2015-12-06 17:04:00,0,73,False
2015-12-06 17:12:00,0,75,False
2015-12-06 17:20:00,0,78,False
2015-12-06 17:28:00,0,85,False
2015-12-06 17:36:00,0,81,False
2015-12-06 17:44:00,0,86,False
2015-12-06 17:52:00,0,100,False
2015-12-06 18:00:00,0,77,False
2015-12-06 18:08:00,0,64,False
2015-12-06 18:16:00,0,55,False
2015-12-06 18:24:00,0,51,False
2015-12-06 18:32:00,0,48,False
2015-12-06 18:40:00,0,45,False
2015-12-06 18:48:00,0,44,False
2015-12-06 18:56:00,0,42,False
2015-12-06 19:04:00,0,39,False
2015-12-06 19:12:00,0,38,False
2015-12-06 19:20:00,0,38,False
2015-12-06 19:28:00,0,37,False
2015-12-06 19:36:00,0,35,False
2015-12-06 19:44:00,0,33,False
2015-12-06 19:52:00,0,32,False
2015-12-06 20:00:00,0,34,False
2015-12-13 14:00:00,0,31,False
2015-12-13 14:08:00,0,31,False
2015-12-13 14:16:00,0,32,False
2015-12-13 14:24:00,0,34,False
2015-12-13 14:32:00,0,35,False
2015-12-13 14:40:00,0,35,False
2015-12-13 14:48:00,0,37,False
2015-12-13 14:56:00,0,39,False
2015-12-13 15:04:00,0,42,False
2015-12-13 15:12:00,0,44,False
2015-12-13 15:20:00,0,48,False
2015-12-13 15:28:00,0,50,False
2015-12-13 15:36:00,0,55,False
2015-12-13 15:44:00,0,64,False
2015-12-13 15:52:00,0,83,False
2015-12-13 16:00:00,0,100,False
2015-12-13 16:08:00,0,87,False
2015-12-13 16:16:00,0,83,False
2015-12-13 16:24:00,0,80,False
2015-12-13 16:32:00,0,75,False
2015-12-13 16:40:00,0,71,False
2015-12-13 16:48:00,0,74,False
2015-12-13 16:56:00,0,69,False
2015-12-13 17:04:00,0,74,False
2015-12-13 17:12:00,0,80,False
2015-12-13 17:20:00,0,79,False
2015-12-13 17:28:00,0,84,False
2015-12-13 17:36:00,0,80,False
2015-12-13 17:44:00,0,80,False
2015-12-13 17:52:00,0,96,False
2015-12-13 18:00:00,0,79,False
2015-12-13 18:08:00,0,67,False
2015-12-13 18:16:00,0,57,False
2015-12-13 18:24:00,0,53,False
2015-12-13 18:32:00,0,48,False
2015-12-13 18:40:00,0,44,False
2015-12-13 18:48:00,0,42,False
2015-12-13 18:56:00,0,42,False
2015-12-13 19:04:00,0,40,False
2015-12-13 19:12:00,0,40,False
2015-12-13 19:20:00,0,37,False
2015-12-13 19:28:00,0,38,False
2015-12-13 19:36:00,0,35,False
2015-12-13 19:44:00,0,34,False
