date,Newcastle United Football Club,isPartial
2015-08-29 13:28:00,0,False
2015-08-29 13:36:00,33,False
2015-08-29 13:44:00,33,False
2015-08-29 13:52:00,32,False
2015-08-29 14:00:00,0,False
2015-08-29 14:08:00,0,False
2015-08-29 14:16:00,0,False
2015-08-29 14:24:00,63,False
2015-08-29 14:32:00,63,False
2015-08-29 14:40:00,63,False
2015-08-29 14:48:00,0,False
2015-08-29 14:56:00,31,False
2015-08-29 15:04:00,31,False
2015-08-29 15:12:00,0,False
2015-08-29 15:20:00,0,False
2015-08-29 15:28:00,31,False
2015-08-29 15:36:00,0,False
2015-08-29 15:44:00,0,False
2015-08-29 15:52:00,31,False
2015-08-29 16:00:00,0,False
2015-09-14 18:00:00,33,False
2015-09-14 18:08:00,33,False
2015-09-14 18:16:00,100,False
2015-09-14 18:24:00,66,False
2015-09-14 18:32:00,0,False
2015-09-14 18:40:00,0,False
2015-09-14 18:48:00,0,False
2015-09-14 18:56:00,100,False
2015-09-14 19:04:00,34,False
2015-09-14 19:12:00,0,False
2015-09-14 19:20:00,69,False
2015-09-14 19:28:00,34,False
2015-09-14 19:36:00,0,False
2015-09-14 19:44:00,0,False
2015-09-14 19:52:00,0,False
2015-09-14 20:00:00,36,False
2015-09-14 20:08:00,73,False
2015-09-14 20:16:00,38,False
2015-09-14 20:24:00,38,False
2015-09-14 20:32:00,0,False
2015-09-14 20:40:00,0,False
2015-09-14 20:48:00,0,False
2015-09-14 20:56:00,41,False
2015-09-14 21:04:00,0,False
2015-09-14 21:12:00,0,False
2015-09-14 21:20:00,0,False
2015-09-14 21:28:00,0,False
2015-09-14 21:36:00,0,False
2015-09-14 21:44:00,47,False
2015-09-14 21:52:00,0,False
2015-09-14 22:00:00,50,False
2015-09-14 22:08:00,0,False
2015-09-14 22:16:00,0,False
2015-09-14 22:24:00,52,False
2015-09-14 22:32:00,0,False
2015-09-14 22:40:00,0,False
2015-09-14 22:48:00,0,False
2015-09-14 22:56:00,55,False
2015-09-14 23:04:00,56,False
2015-09-14 23:12:00,56,False
2015-09-14 23:20:00,0,False
2015-09-14 23:28:00,0,False
2015-09-14 23:36:00,0,False
2015-09-14 23:44:00,0,False
2015-09-14 23:52:00,0,False
2015-09-15 00:00:00,0,False
2015-09-19 13:04:00,0,False
2015-09-19 13:12:00,0,False
2015-09-19 13:20:00,35,False
2015-09-19 13:28:00,0,False
2015-09-19 13:36:00,34,False
2015-09-19 13:44:00,0,False
2015-09-19 13:52:00,34,False
2015-09-19 14:00:00,0,False
2015-09-19 14:08:00,67,False
2015-09-19 14:16:00,0,False
2015-09-19 14:24:00,67,False
2015-09-19 14:32:00,100,False
2015-09-19 14:40:00,33,False
2015-09-19 14:48:00,33,False
2015-09-19 14:56:00,33,False
2015-09-19 15:04:00,0,False
2015-09-19 15:12:00,0,False
2015-09-19 15:20:00,0,False
2015-09-19 15:28:00,33,False
2015-09-19 15:36:00,0,False
2015-09-19 15:44:00,33,False
2015-09-19 15:52:00,66,False
2015-09-19 16:00:00,33,False
2015-09-19 16:08:00,0,False
2015-09-19 16:16:00,0,False
2015-09-19 16:24:00,34,False
2015-09-19 16:32:00,34,False
2015-09-19 16:40:00,0,False
2015-09-19 16:48:00,34,False
2015-09-19 16:56:00,0,False
2015-09-19 17:04:00,0,False
2015-09-19 17:12:00,0,False
2015-09-19 17:20:00,0,False
2015-09-19 17:28:00,35,False
2015-09-19 17:36:00,0,False
2015-09-19 17:44:00,0,False
2015-09-19 17:52:00,0,False
2015-09-19 18:00:00,0,False
2015-09-19 18:08:00,36,False
2015-09-19 18:16:00,0,False
2015-09-19 18:24:00,36,False
2015-09-19 18:32:00,36,False
2015-09-19 18:40:00,0,False
2015-09-19 18:48:00,0,False
2015-09-19 18:56:00,0,False
2015-09-26 15:04:00,31,False
2015-09-26 15:12:00,0,False
2015-09-26 15:20:00,31,False
2015-09-26 15:28:00,0,False
2015-09-26 15:36:00,0,False
2015-09-26 15:44:00,0,False
2015-09-26 15:52:00,0,False
2015-09-26 16:00:00,31,False
2015-09-26 16:08:00,92,False
2015-09-26 16:16:00,0,False
2015-09-26 16:24:00,31,False
2015-09-26 16:32:00,62,False
2015-09-26 16:40:00,0,False
2015-09-26 16:48:00,31,False
2015-09-26 16:56:00,32,False
2015-09-26 17:04:00,63,False
2015-09-26 17:12:00,64,False
2015-09-26 17:20:00,0,False
2015-09-26 17:28:00,96,False
2015-09-26 17:36:00,32,False
2015-09-26 17:44:00,32,False
2015-09-26 17:52:00,97,False
2015-09-26 18:00:00,66,False
2015-09-26 18:08:00,33,False
2015-09-26 18:16:00,100,False
2015-09-26 18:24:00,100,False
2015-09-26 18:32:00,0,False
2015-09-26 18:40:00,0,False
2015-09-26 18:48:00,34,False
2015-09-26 18:56:00,69,False
2015-09-26 19:04:00,70,False
2015-09-26 19:12:00,70,False
2015-09-26 19:20:00,35,False
2015-09-26 19:28:00,35,False
2015-09-26 19:36:00,36,False
2015-09-26 19:44:00,0,False
2015-09-26 19:52:00,0,False
2015-09-26 20:00:00,37,False
2015-09-26 20:08:00,0,False
2015-09-26 20:16:00,37,False
2015-09-26 20:24:00,0,False
2015-09-26 20:32:00,0,False
2015-09-26 20:40:00,0,False
2015-09-26 20:48:00,0,False
2015-09-26 20:56:00,39,False
2015-10-03 13:04:00,22,False
2015-10-03 13:12:00,0,False
2015-10-03 13:20:00,22,False
2015-10-03 13:28:00,0,False
2015-10-03 13:36:00,0,False
2015-10-03 13:44:00,0,False
2015-10-03 13:52:00,21,False
2015-10-03 14:00:00,0,False
2015-10-03 14:08:00,0,False
2015-10-03 14:16:00,0,False
2015-10-03 14:24:00,0,False
2015-10-03 14:32:00,61,False
2015-10-03 14:40:00,0,False
2015-10-03 14:48:00,0,False
2015-10-03 14:56:00,20,False
2015-10-03 15:04:00,0,False
2015-10-03 15:12:00,81,False
2015-10-03 15:20:00,20,False
2015-10-03 15:28:00,20,False
2015-10-03 15:36:00,100,False
2015-10-03 15:44:00,0,False
2015-10-03 15:52:00,0,False
2015-10-03 16:00:00,0,False
2015-10-03 16:08:00,40,False
2015-10-03 16:16:00,80,False
2015-10-03 16:24:00,0,False
2015-10-03 16:32:00,0,False
2015-10-03 16:40:00,0,False
2015-10-03 16:48:00,41,False
2015-10-03 16:56:00,20,False
2015-10-03 17:04:00,41,False
2015-10-03 17:12:00,41,False
2015-10-03 17:20:00,0,False
2015-10-03 17:28:00,21,False
2015-10-03 17:36:00,0,False
2015-10-03 17:44:00,0,False
2015-10-03 17:52:00,0,False
2015-10-03 18:00:00,0,False
2015-10-03 18:08:00,43,False
2015-10-03 18:16:00,22,False
2015-10-03 18:24:00,0,False
2015-10-03 18:32:00,22,False
2015-10-03 18:40:00,0,False
2015-10-03 18:48:00,22,False
2015-10-03 18:56:00,0,False
2015-10-18 14:00:00,0,False
2015-10-18 14:08:00,21,False
2015-10-18 14:16:00,21,False
2015-10-18 14:24:00,0,False
2015-10-18 14:32:00,21,False
2015-10-18 14:40:00,0,False
2015-10-18 14:48:00,0,False
2015-10-18 14:56:00,20,False
2015-10-18 15:04:00,41,False
2015-10-18 15:12:00,0,False
2015-10-18 15:20:00,0,False
2015-10-18 15:28:00,61,False
2015-10-18 15:36:00,0,False
2015-10-18 15:44:00,40,False
2015-10-18 15:52:00,0,False
2015-10-18 16:00:00,20,False
2015-10-18 16:08:00,20,False
2015-10-18 16:16:00,0,False
2015-10-18 16:24:00,100,False
2015-10-18 16:32:00,0,False
2015-10-18 16:40:00,40,False
2015-10-18 16:48:00,40,False
2015-10-18 16:56:00,80,False
2015-10-18 17:04:00,40,False
2015-10-18 17:12:00,20,False
2015-10-18 17:20:00,61,False
2015-10-18 17:28:00,81,False
2015-10-18 17:36:00,20,False
2015-10-18 17:44:00,20,False
2015-10-18 17:52:00,0,False
2015-10-18 18:00:00,21,False
2015-10-18 18:08:00,0,False
2015-10-18 18:16:00,0,False
2015-10-18 18:24:00,0,False
2015-10-18 18:32:00,21,False
2015-10-18 18:40:00,0,False
2015-10-18 18:48:00,42,False
2015-10-18 18:56:00,21,False
2015-10-18 19:04:00,0,False
2015-10-18 19:12:00,0,False
2015-10-18 19:20:00,44,False
2015-10-18 19:28:00,22,False
2015-10-18 19:36:00,22,False
2015-10-18 19:44:00,0,False
2015-10-18 19:52:00,0,False
2015-10-18 20:00:00,0,False
2015-10-25 10:00:00,40,False
2015-10-25 10:08:00,0,False
2015-10-25 10:16:00,0,False
2015-10-25 10:24:00,0,False
2015-10-25 10:32:00,39,False
2015-10-25 10:40:00,39,False
2015-10-25 10:48:00,0,False
2015-10-25 10:56:00,0,False
2015-10-25 11:04:00,0,False
2015-10-25 11:12:00,38,False
2015-10-25 11:20:00,0,False
2015-10-25 11:28:00,37,False
2015-10-25 11:36:00,73,False
2015-10-25 11:44:00,0,False
2015-10-25 11:52:00,0,False
2015-10-25 12:00:00,35,False
2015-10-25 12:08:00,0,False
2015-10-25 12:16:00,34,False
2015-10-25 12:24:00,0,False
2015-10-25 12:32:00,0,False
2015-10-25 12:40:00,100,False
2015-10-25 12:48:00,0,False
2015-10-25 12:56:00,32,False
2015-10-25 13:04:00,32,False
2015-10-25 13:12:00,0,False
2015-10-25 13:20:00,94,False
2015-10-25 13:28:00,93,False
2015-10-25 13:36:00,31,False
2015-10-25 13:44:00,62,False
2015-10-25 13:52:00,0,False
2015-10-25 14:00:00,0,False
2015-10-25 14:08:00,30,False
2015-10-25 14:16:00,30,False
2015-10-25 14:24:00,0,False
2015-10-25 14:32:00,0,False
2015-10-25 14:40:00,0,False
2015-10-25 14:48:00,0,False
2015-10-25 14:56:00,0,False
2015-10-25 15:04:00,0,False
2015-10-25 15:12:00,29,False
2015-10-25 15:20:00,0,False
2015-10-25 15:28:00,0,False
2015-10-25 15:36:00,0,False
2015-10-25 15:44:00,29,False
2015-10-25 15:52:00,28,False
2015-10-25 16:00:00,0,False
2015-10-31 13:04:00,0,False
2015-10-31 13:12:00,0,False
2015-10-31 13:20:00,0,False
2015-10-31 13:28:00,0,False
2015-10-31 13:36:00,0,False
2015-10-31 13:44:00,0,False
2015-10-31 13:52:00,0,False
2015-10-31 14:00:00,0,False
2015-10-31 14:08:00,0,False
2015-10-31 14:16:00,0,False
2015-10-31 14:24:00,0,False
2015-10-31 14:32:00,51,False
2015-10-31 14:40:00,0,False
2015-10-31 14:48:00,50,False
2015-10-31 14:56:00,0,False
2015-10-31 15:04:00,0,False
2015-10-31 15:12:00,50,False
2015-10-31 15:20:00,0,False
2015-10-31 15:28:00,49,False
2015-10-31 15:36:00,0,False
2015-10-31 15:44:00,49,False
2015-10-31 15:52:00,0,False
2015-10-31 16:00:00,49,False
2015-10-31 16:08:00,49,False
2015-10-31 16:16:00,49,False
2015-10-31 16:24:00,0,False
2015-10-31 16:32:00,50,False
2015-10-31 16:40:00,100,False
2015-10-31 16:48:00,49,False
2015-10-31 16:56:00,0,False
2015-10-31 17:04:00,0,False
2015-10-31 17:12:00,0,False
2015-10-31 17:20:00,0,False
2015-10-31 17:28:00,0,False
2015-10-31 17:36:00,0,False
2015-10-31 17:44:00,0,False
2015-10-31 17:52:00,0,False
2015-10-31 18:00:00,52,False
2015-10-31 18:08:00,0,False
2015-10-31 18:16:00,53,False
2015-10-31 18:24:00,0,False
2015-10-31 18:32:00,0,False
2015-10-31 18:40:00,0,False
2015-10-31 18:48:00,0,False
2015-10-31 18:56:00,0,False
2015-11-07 10:00:00,34,False
2015-11-07 10:08:00,0,False
2015-11-07 10:16:00,33,False
2015-11-07 10:24:00,0,False
2015-11-07 10:32:00,0,False
2015-11-07 10:40:00,0,False
2015-11-07 10:48:00,0,False
2015-11-07 10:56:00,64,False
2015-11-07 11:04:00,64,False
2015-11-07 11:12:00,31,False
2015-11-07 11:20:00,31,False
2015-11-07 11:28:00,0,False
2015-11-07 11:36:00,0,False
2015-11-07 11:44:00,0,False
2015-11-07 11:52:00,0,False
2015-11-07 12:00:00,30,False
2015-11-07 12:08:00,0,False
2015-11-07 12:16:00,0,False
2015-11-07 12:24:00,0,False
2015-11-07 12:32:00,0,False
2015-11-07 12:40:00,28,False
2015-11-07 12:48:00,55,False
2015-11-07 12:56:00,27,False
2015-11-07 13:04:00,27,False
2015-11-07 13:12:00,27,False
2015-11-07 13:20:00,27,False
2015-11-07 13:28:00,0,False
2015-11-07 13:36:00,26,False
2015-11-07 13:44:00,0,False
2015-11-07 13:52:00,26,False
2015-11-07 14:00:00,0,False
2015-11-07 14:08:00,0,False
2015-11-07 14:16:00,25,False
2015-11-07 14:24:00,0,False
2015-11-07 14:32:00,25,False
2015-11-07 14:40:00,100,False
2015-11-07 14:48:00,25,False
2015-11-07 14:56:00,25,False
2015-11-07 15:04:00,0,False
2015-11-07 15:12:00,0,False
2015-11-07 15:20:00,0,False
2015-11-07 15:28:00,0,False
2015-11-07 15:36:00,0,False
2015-11-07 15:44:00,24,False
2015-11-07 15:52:00,0,False
2015-11-07 16:00:00,24,False
2015-11-21 13:04:00,38,False
2015-11-21 13:12:00,0,False
2015-11-21 13:20:00,74,False
2015-11-21 13:28:00,0,False
2015-11-21 13:36:00,0,False
2015-11-21 13:44:00,36,False
2015-11-21 13:52:00,0,False
2015-11-21 14:00:00,0,False
2015-11-21 14:08:00,0,False
2015-11-21 14:16:00,35,False
2015-11-21 14:24:00,0,False
2015-11-21 14:32:00,35,False
2015-11-21 14:40:00,0,False
2015-11-21 14:48:00,0,False
2015-11-21 14:56:00,34,False
2015-11-21 15:04:00,34,False
2015-11-21 15:12:00,34,False
2015-11-21 15:20:00,0,False
2015-11-21 15:28:00,0,False
2015-11-21 15:36:00,0,False
2015-11-21 15:44:00,100,False
2015-11-21 15:52:00,33,False
2015-11-21 16:00:00,33,False
2015-11-21 16:08:00,0,False
2015-11-21 16:16:00,66,False
2015-11-21 16:24:00,0,False
2015-11-21 16:32:00,0,False
2015-11-21 16:40:00,0,False
2015-11-21 16:48:00,33,False
2015-11-21 16:56:00,33,False
2015-11-21 17:04:00,0,False
2015-11-21 17:12:00,33,False
2015-11-21 17:20:00,33,False
2015-11-21 17:28:00,33,False
2015-11-21 17:36:00,34,False
2015-11-21 17:44:00,0,False
2015-11-21 17:52:00,0,False
2015-11-21 18:00:00,0,False
2015-11-21 18:08:00,34,False
2015-11-21 18:16:00,34,False
2015-11-21 18:24:00,0,False
2015-11-21 18:32:00,36,False
2015-11-21 18:40:00,36,False
2015-11-21 18:48:00,0,False
2015-11-21 18:56:00,0,False
2015-11-28 13:04:00,0,False
2015-11-28 13:12:00,0,False
2015-11-28 13:20:00,0,False
2015-11-28 13:28:00,0,False
2015-11-28 13:36:00,0,False
2015-11-28 13:44:00,0,False
2015-11-28 13:52:00,50,False
2015-11-28 14:00:00,0,False
2015-11-28 14:08:00,0,False
2015-11-28 14:16:00,0,False
2015-11-28 14:24:00,0,False
2015-11-28 14:32:00,48,False
2015-11-28 14:40:00,96,False
2015-11-28 14:48:00,48,False
2015-11-28 14:56:00,0,False
2015-11-28 15:04:00,95,False
2015-11-28 15:12:00,0,False
2015-11-28 15:20:00,47,False
2015-11-28 15:28:00,47,False
2015-11-28 15:36:00,0,False
2015-11-28 15:44:00,0,False
2015-11-28 15:52:00,0,False
2015-11-28 16:00:00,46,False
2015-11-28 16:08:00,46,False
2015-11-28 16:16:00,0,False
2015-11-28 16:24:00,0,False
2015-11-28 16:32:00,46,False
2015-11-28 16:40:00,46,False
2015-11-28 16:48:00,0,False
2015-11-28 16:56:00,46,False
2015-11-28 17:04:00,46,False
2015-11-28 17:12:00,46,False
2015-11-28 17:20:00,46,False
2015-11-28 17:28:00,47,False
2015-11-28 17:36:00,0,False
2015-11-28 17:44:00,0,False
2015-11-28 17:52:00,0,False
2015-11-28 18:00:00,0,False
2015-11-28 18:08:00,0,False
2015-11-28 18:16:00,0,False
2015-11-28 18:24:00,0,False
2015-11-28 18:32:00,0,False
2015-11-28 18:40:00,0,False
2015-11-28 18:48:00,0,False
2015-11-28 18:56:00,100,False
2015-12-06 14:00:00,0,False
2015-12-06 14:08:00,54,False
2015-12-06 14:16:00,0,False
2015-12-06 14:24:00,0,False
2015-12-06 14:32:00,27,False
2015-12-06 14:40:00,0,False
2015-12-06 14:48:00,0,False
2015-12-06 14:56:00,0,False
2015-12-06 15:04:00,0,False
2015-12-06 15:12:00,26,False
2015-12-06 15:20:00,0,False
2015-12-06 15:28:00,0,False
2015-12-06 15:36:00,0,False
2015-12-06 15:44:00,0,False
2015-12-06 15:52:00,0,False
2015-12-06 16:00:00,0,False
2015-12-06 16:08:00,0,False
2015-12-06 16:16:00,51,False
2015-12-06 16:24:00,25,False
2015-12-06 16:32:00,0,False
2015-12-06 16:40:00,25,False
2015-12-06 16:48:00,100,False
2015-12-06 16:56:00,25,False
2015-12-06 17:04:00,25,False
2015-12-06 17:12:00,0,False
2015-12-06 17:20:00,25,False
2015-12-06 17:28:00,76,False
2015-12-06 17:36:00,25,False
2015-12-06 17:44:00,25,False
2015-12-06 17:52:00,50,False
2015-12-06 18:00:00,0,False
2015-12-06 18:08:00,0,False
2015-12-06 18:16:00,0,False
2015-12-06 18:24:00,0,False
2015-12-06 18:32:00,0,False
2015-12-06 18:40:00,0,False
2015-12-06 18:48:00,0,False
2015-12-06 18:56:00,0,False
2015-12-06 19:04:00,0,False
2015-12-06 19:12:00,0,False
2015-12-06 19:20:00,0,False
2015-12-06 19:28:00,26,False
2015-12-06 19:36:00,0,False
2015-12-06 19:44:00,0,False
2015-12-06 19:52:00,0,False
2015-12-06 20:00:00,0,False
2015-12-13 14:00:00,0,False
2015-12-13 14:08:00,0,False
2015-12-13 14:16:00,35,False
2015-12-13 14:24:00,0,False
2015-12-13 14:32:00,0,False
2015-12-13 14:40:00,0,False
2015-12-13 14:48:00,0,False
2015-12-13 14:56:00,0,False
2015-12-13 15:04:00,0,False
2015-12-13 15:12:00,0,False
2015-12-13 15:20:00,34,False
2015-12-13 15:28:00,0,False
2015-12-13 15:36:00,0,False
2015-12-13 15:44:00,0,False
2015-12-13 15:52:00,33,False
2015-12-13 16:00:00,0,False
2015-12-13 16:08:00,0,False
2015-12-13 16:16:00,33,False
2015-12-13 16:24:00,0,False
2015-12-13 16:32:00,0,False
2015-12-13 16:40:00,0,False
2015-12-13 16:48:00,33,False
2015-12-13 16:56:00,0,False
2015-12-13 17:04:00,0,False
2015-12-13 17:12:00,0,False
2015-12-13 17:20:00,66,False
2015-12-13 17:28:00,33,False
2015-12-13 17:36:00,0,False
2015-12-13 17:44:00,66,False
2015-12-13 17:52:00,65,False
2015-12-13 18:00:00,33,False
2015-12-13 18:08:00,0,False
2015-12-13 18:16:00,33,False
2015-12-13 18:24:00,0,False
2015-12-13 18:32:00,0,False
2015-12-13 18:40:00,33,False
2015-12-13 18:48:00,0,False
2015-12-13 18:56:00,100,False
2015-12-13 19:04:00,0,False
2015-12-13 19:12:00,33,False
2015-12-13 19:20:00,34,False
2015-12-13 19:28:00,0,False
2015-12-13 19:36:00,0,False
2015-12-13 19:44:00,0,False
2015-12-13 19:52:00,0,False
2015-12-13 20:00:00,0,False
2015-12-19 15:04:00,31,False
2015-12-19 15:12:00,15,False
2015-12-19 15:20:00,0,False
2015-12-19 15:28:00,31,False
2015-12-19 15:36:00,15,False
2015-12-19 15:44:00,0,False
2015-12-19 15:52:00,30,False
2015-12-19 16:00:00,0,False
2015-12-19 16:08:00,0,False
2015-12-19 16:16:00,46,False
2015-12-19 16:24:00,0,False
2015-12-19 16:32:00,31,False
2015-12-19 16:40:00,0,False
2015-12-19 16:48:00,0,False
2015-12-19 16:56:00,15,False
2015-12-19 17:04:00,46,False
2015-12-19 17:12:00,15,False
2015-12-19 17:20:00,31,False
2015-12-19 17:28:00,31,False
2015-12-19 17:36:00,78,False
2015-12-19 17:44:00,31,False
2015-12-19 17:52:00,31,False
2015-12-19 18:00:00,16,False
2015-12-19 18:08:00,80,False
2015-12-19 18:16:00,16,False
2015-12-19 18:24:00,16,False
2015-12-19 18:32:00,49,False
2015-12-19 18:40:00,33,False
2015-12-19 18:48:00,16,False
2015-12-19 18:56:00,49,False
2015-12-19 19:04:00,100,False
2015-12-19 19:12:00,50,False
2015-12-19 19:20:00,34,False
2015-12-19 19:28:00,67,False
2015-12-19 19:36:00,34,False
2015-12-19 19:44:00,51,False
2015-12-19 19:52:00,17,False
2015-12-19 20:00:00,17,False
2015-12-19 20:08:00,17,False
2015-12-19 20:16:00,18,False
2015-12-19 20:24:00,0,False
2015-12-19 20:32:00,18,False
2015-12-19 20:40:00,71,False
2015-12-19 20:48:00,54,False
2015-12-19 20:56:00,18,False
2015-12-26 15:04:00,0,False
2015-12-26 15:12:00,11,False
2015-12-26 15:20:00,0,False
2015-12-26 15:28:00,0,False
2015-12-26 15:36:00,0,False
2015-12-26 15:44:00,11,False
2015-12-26 15:52:00,11,False
2015-12-26 16:00:00,11,False
2015-12-26 16:08:00,22,False
2015-12-26 16:16:00,11,False
2015-12-26 16:24:00,32,False
2015-12-26 16:32:00,11,False
2015-12-26 16:40:00,11,False
2015-12-26 16:48:00,11,False
2015-12-26 16:56:00,11,False
2015-12-26 17:04:00,21,False
2015-12-26 17:12:00,11,False
2015-12-26 17:20:00,11,False
2015-12-26 17:28:00,22,False
2015-12-26 17:36:00,33,False
2015-12-26 17:44:00,11,False
2015-12-26 17:52:00,11,False
2015-12-26 18:00:00,33,False
2015-12-26 18:08:00,100,False
2015-12-26 18:16:00,33,False
2015-12-26 18:24:00,34,False
2015-12-26 18:32:00,22,False
2015-12-26 18:40:00,68,False
2015-12-26 18:48:00,0,False
2015-12-26 18:56:00,34,False
2015-12-26 19:04:00,46,False
2015-12-26 19:12:00,35,False
2015-12-26 19:20:00,46,False
2015-12-26 19:28:00,35,False
2015-12-26 19:36:00,0,False
2015-12-26 19:44:00,12,False
2015-12-26 19:52:00,47,False
2015-12-26 20:00:00,36,False
2015-12-26 20:08:00,0,False
2015-12-26 20:16:00,36,False
2015-12-26 20:24:00,0,False
2015-12-26 20:32:00,12,False
2015-12-26 20:40:00,36,False
2015-12-26 20:48:00,24,False
2015-12-26 20:56:00,12,False
2015-12-28 13:04:00,0,False
2015-12-28 13:12:00,0,False
2015-12-28 13:20:00,0,False
