date,Norwich City Football Club,isPartial
2015-12-05 14:00:00,26,False
2015-12-05 14:08:00,26,False
2015-12-05 14:16:00,26,False
2015-12-05 14:24:00,0,False
2015-12-05 14:32:00,78,False
2015-12-05 14:40:00,26,False
2015-12-05 14:48:00,0,False
2015-12-05 14:56:00,0,False
2015-12-05 15:04:00,51,False
2015-12-05 15:12:00,76,False
2015-12-05 15:20:00,75,False
2015-12-05 15:28:00,50,False
2015-12-05 15:36:00,0,False
2015-12-05 15:44:00,99,False
2015-12-05 15:52:00,25,False
2015-12-05 16:00:00,25,False
2015-12-05 16:08:00,50,False
2015-12-05 16:16:00,74,False
2015-12-05 16:24:00,50,False
2015-12-05 16:32:00,75,False
2015-12-05 16:40:00,25,False
2015-12-05 16:48:00,49,False
2015-12-05 16:56:00,25,False
2015-12-05 17:04:00,50,False
2015-12-05 17:12:00,100,False
2015-12-05 17:20:00,0,False
2015-12-05 17:28:00,51,False
2015-12-05 17:36:00,26,False
2015-12-05 17:44:00,26,False
2015-12-05 17:52:00,0,False
2015-12-05 18:00:00,78,False
2015-12-05 18:08:00,0,False
2015-12-05 18:16:00,0,False
2015-12-05 18:24:00,26,False
2015-12-05 18:32:00,27,False
2015-12-05 18:40:00,27,False
2015-12-05 18:48:00,0,False
2015-12-05 18:56:00,27,False
2015-12-12 10:00:00,30,False
2015-12-12 10:08:00,0,False
2015-12-12 10:16:00,15,False
2015-12-12 10:24:00,29,False
2015-12-12 10:32:00,0,False
2015-12-12 10:40:00,29,False
2015-12-12 10:48:00,14,False
2015-12-12 10:56:00,29,False
2015-12-12 11:04:00,28,False
2015-12-12 11:12:00,28,False
2015-12-12 11:20:00,28,False
2015-12-12 11:28:00,0,False
2015-12-12 11:36:00,27,False
2015-12-12 11:44:00,27,False
2015-12-12 11:52:00,27,False
2015-12-12 12:00:00,13,False
2015-12-12 12:08:00,0,False
2015-12-12 12:16:00,39,False
2015-12-12 12:24:00,13,False
2015-12-12 12:32:00,25,False
2015-12-12 12:40:00,0,False
2015-12-12 12:48:00,37,False
2015-12-12 12:56:00,12,False
2015-12-12 13:04:00,24,False
2015-12-12 13:12:00,36,False
2015-12-12 13:20:00,12,False
2015-12-12 13:28:00,35,False
2015-12-12 13:36:00,12,False
2015-12-12 13:44:00,70,False
2015-12-12 13:52:00,12,False
2015-12-12 14:00:00,23,False
2015-12-12 14:08:00,57,False
2015-12-12 14:16:00,22,False
2015-12-12 14:24:00,11,False
2015-12-12 14:32:00,100,False
2015-12-12 14:40:00,44,False
2015-12-12 14:48:00,11,False
2015-12-12 14:56:00,33,False
2015-12-12 15:04:00,0,False
2015-12-12 15:12:00,11,False
2015-12-12 15:20:00,43,False
2015-12-12 15:28:00,22,False
2015-12-12 15:36:00,22,False
2015-12-12 15:44:00,32,False
2015-12-12 15:52:00,32,False
2015-12-12 16:00:00,11,False
2015-12-19 13:04:00,0,False
2015-12-19 13:12:00,0,False
2015-12-19 13:20:00,41,False
2015-12-19 13:28:00,0,False
2015-12-19 13:36:00,0,False
2015-12-19 13:44:00,20,False
2015-12-19 13:52:00,10,False
2015-12-19 14:00:00,20,False
2015-12-19 14:08:00,10,False
2015-12-19 14:16:00,19,False
2015-12-19 14:24:00,10,False
2015-12-19 14:32:00,10,False
2015-12-19 14:40:00,28,False
2015-12-19 14:48:00,9,False
2015-12-19 14:56:00,37,False
2015-12-19 15:04:00,0,False
2015-12-19 15:12:00,18,False
2015-12-19 15:20:00,28,False
2015-12-19 15:28:00,28,False
2015-12-19 15:36:00,37,False
2015-12-19 15:44:00,100,False
2015-12-19 15:52:00,18,False
2015-12-19 16:00:00,27,False
2015-12-19 16:08:00,36,False
2015-12-19 16:16:00,100,False
2015-12-19 16:24:00,73,False
2015-12-19 16:32:00,55,False
2015-12-19 16:40:00,82,False
2015-12-19 16:48:00,82,False
2015-12-19 16:56:00,63,False
2015-12-19 17:04:00,18,False
2015-12-19 17:12:00,46,False
2015-12-19 17:20:00,74,False
2015-12-19 17:28:00,28,False
2015-12-19 17:36:00,84,False
2015-12-19 17:44:00,0,False
2015-12-19 17:52:00,19,False
2015-12-19 18:00:00,9,False
2015-12-19 18:08:00,19,False
2015-12-19 18:16:00,0,False
2015-12-19 18:24:00,10,False
2015-12-19 18:32:00,39,False
2015-12-19 18:40:00,39,False
2015-12-19 18:48:00,49,False
2015-12-19 18:56:00,29,False
2015-12-26 13:04:00,17,False
2015-12-26 13:12:00,17,False
2015-12-26 13:20:00,0,False
2015-12-26 13:28:00,0,False
2015-12-26 13:36:00,48,False
2015-12-26 13:44:00,32,False
2015-12-26 13:52:00,16,False
