date,Leicester City Football Club,Leicester City,isPartial
2015-12-14 21:04:00,1,73,False
2015-12-14 21:12:00,0,72,False
2015-12-14 21:20:00,0,63,False
2015-12-14 21:28:00,0,63,False
2015-12-14 21:36:00,1,69,False
2015-12-14 21:44:00,0,71,False
2015-12-14 21:52:00,1,100,False
2015-12-14 22:00:00,1,71,False
2015-12-14 22:08:00,1,52,False
2015-12-14 22:16:00,0,44,False
2015-12-14 22:24:00,0,39,False
2015-12-14 22:32:00,1,40,False
2015-12-14 22:40:00,0,34,False
2015-12-14 22:48:00,0,32,False
2015-12-14 22:56:00,0,29,False
2015-12-14 23:04:00,0,28,False
2015-12-14 23:12:00,0,26,False
2015-12-14 23:20:00,0,24,False
2015-12-14 23:28:00,0,24,False
2015-12-14 23:36:00,0,22,False
2015-12-14 23:44:00,0,22,False
2015-12-14 23:52:00,0,20,False
2015-12-15 00:00:00,0,21,False
2015-12-19 13:04:00,0,11,False
2015-12-19 13:12:00,0,11,False
2015-12-19 13:20:00,0,10,False
2015-12-19 13:28:00,0,11,False
2015-12-19 13:36:00,0,11,False
2015-12-19 13:44:00,0,12,False
2015-12-19 13:52:00,0,12,False
2015-12-19 14:00:00,0,12,False
