date,Southampton Football Club,Southampton,isPartial
2015-11-07 13:28:00,0,61,False
2015-11-07 13:36:00,0,64,False
2015-11-07 13:44:00,0,58,False
2015-11-07 13:52:00,0,60,False
2015-11-07 14:00:00,0,73,False
2015-11-07 14:08:00,0,58,False
2015-11-07 14:16:00,0,60,False
2015-11-07 14:24:00,0,68,False
2015-11-07 14:32:00,0,64,False
2015-11-07 14:40:00,1,70,False
2015-11-07 14:48:00,0,74,False
2015-11-07 14:56:00,0,86,False
2015-11-07 15:04:00,0,87,False
2015-11-07 15:12:00,0,78,False
2015-11-07 15:20:00,0,76,False
2015-11-07 15:28:00,0,75,False
2015-11-07 15:36:00,0,73,False
2015-11-07 15:44:00,1,84,False
2015-11-07 15:52:00,0,77,False
2015-11-07 16:00:00,0,94,False
2015-11-07 16:08:00,0,88,False
2015-11-07 16:16:00,0,97,False
2015-11-07 16:24:00,0,95,False
2015-11-07 16:32:00,0,95,False
2015-11-07 16:40:00,0,89,False
2015-11-07 16:48:00,1,100,False
2015-11-07 16:56:00,1,98,False
2015-11-07 17:04:00,0,82,False
2015-11-07 17:12:00,0,72,False
2015-11-07 17:20:00,0,72,False
2015-11-07 17:28:00,0,62,False
2015-11-07 17:36:00,0,71,False
2015-11-07 17:44:00,0,67,False
2015-11-07 17:52:00,0,61,False
2015-11-07 18:00:00,0,62,False
2015-11-07 18:08:00,1,62,False
2015-11-07 18:16:00,1,62,False
2015-11-07 18:24:00,0,61,False
2015-11-07 18:32:00,0,59,False
2015-11-07 18:40:00,0,57,False
2015-11-07 18:48:00,0,55,False
2015-11-07 18:56:00,0,51,False
2015-11-21 13:04:00,0,60,False
2015-11-21 13:12:00,1,63,False
2015-11-21 13:20:00,0,67,False
2015-11-21 13:28:00,0,65,False
2015-11-21 13:36:00,0,62,False
2015-11-21 13:44:00,0,64,False
2015-11-21 13:52:00,0,67,False
2015-11-21 14:00:00,0,69,False
2015-11-21 14:08:00,0,69,False
2015-11-21 14:16:00,0,68,False
2015-11-21 14:24:00,0,70,False
2015-11-21 14:32:00,0,69,False
2015-11-21 14:40:00,0,76,False
2015-11-21 14:48:00,0,77,False
2015-11-21 14:56:00,0,82,False
2015-11-21 15:04:00,0,90,False
2015-11-21 15:12:00,0,91,False
2015-11-21 15:20:00,1,89,False
2015-11-21 15:28:00,0,88,False
2015-11-21 15:36:00,0,82,False
2015-11-21 15:44:00,1,88,False
2015-11-21 15:52:00,1,86,False
2015-11-21 16:00:00,0,87,False
2015-11-21 16:08:00,1,87,False
2015-11-21 16:16:00,0,95,False
2015-11-21 16:24:00,0,95,False
2015-11-21 16:32:00,1,86,False
2015-11-21 16:40:00,0,100,False
2015-11-21 16:48:00,1,94,False
2015-11-21 16:56:00,1,86,False
2015-11-21 17:04:00,0,84,False
2015-11-21 17:12:00,0,79,False
2015-11-21 17:20:00,0,85,False
2015-11-21 17:28:00,1,70,False
2015-11-21 17:36:00,1,77,False
2015-11-21 17:44:00,1,69,False
2015-11-21 17:52:00,0,72,False
2015-11-21 18:00:00,0,70,False
2015-11-21 18:08:00,0,72,False
2015-11-21 18:16:00,0,67,False
2015-11-21 18:24:00,0,67,False
2015-11-21 18:32:00,0,67,False
2015-11-21 18:40:00,0,71,False
2015-11-21 18:48:00,0,61,False
2015-11-21 18:56:00,0,64,False
2015-11-28 13:04:00,0,37,False
2015-11-28 13:12:00,0,36,False
2015-11-28 13:20:00,0,37,False
2015-11-28 13:28:00,0,38,False
2015-11-28 13:36:00,0,39,False
2015-11-28 13:44:00,0,40,False
2015-11-28 13:52:00,0,38,False
2015-11-28 14:00:00,0,43,False
2015-11-28 14:08:00,0,43,False
2015-11-28 14:16:00,0,44,False
2015-11-28 14:24:00,0,42,False
2015-11-28 14:32:00,0,48,False
2015-11-28 14:40:00,0,55,False
2015-11-28 14:48:00,0,69,False
2015-11-28 14:56:00,0,100,False
2015-11-28 15:04:00,0,97,False
2015-11-28 15:12:00,0,85,False
2015-11-28 15:20:00,0,80,False
2015-11-28 15:28:00,0,74,False
2015-11-28 15:36:00,0,68,False
2015-11-28 15:44:00,0,62,False
2015-11-28 15:52:00,0,56,False
2015-11-28 16:00:00,0,62,False
2015-11-28 16:08:00,0,78,False
2015-11-28 16:16:00,0,72,False
2015-11-28 16:24:00,0,70,False
2015-11-28 16:32:00,0,62,False
2015-11-28 16:40:00,0,57,False
2015-11-28 16:48:00,0,55,False
2015-11-28 16:56:00,0,55,False
2015-11-28 17:04:00,0,49,False
2015-11-28 17:12:00,0,45,False
2015-11-28 17:20:00,0,42,False
2015-11-28 17:28:00,0,39,False
2015-11-28 17:36:00,0,38,False
2015-11-28 17:44:00,0,36,False
2015-11-28 17:52:00,0,38,False
2015-11-28 18:00:00,0,37,False
2015-11-28 18:08:00,0,35,False
2015-11-28 18:16:00,0,35,False
2015-11-28 18:24:00,0,34,False
2015-11-28 18:32:00,0,29,False
2015-11-28 18:40:00,0,29,False
2015-11-28 18:48:00,0,33,False
2015-11-28 18:56:00,0,32,False
2015-12-05 13:04:00,1,66,False
2015-12-05 13:12:00,0,62,False
2015-12-05 13:20:00,0,69,False
2015-12-05 13:28:00,0,61,False
2015-12-05 13:36:00,0,64,False
2015-12-05 13:44:00,0,61,False
2015-12-05 13:52:00,0,63,False
2015-12-05 14:00:00,1,66,False
2015-12-05 14:08:00,0,63,False
2015-12-05 14:16:00,0,64,False
2015-12-05 14:24:00,1,66,False
2015-12-05 14:32:00,0,60,False
2015-12-05 14:40:00,0,65,False
2015-12-05 14:48:00,0,76,False
2015-12-05 14:56:00,0,78,False
2015-12-05 15:04:00,0,82,False
2015-12-05 15:12:00,0,79,False
2015-12-05 15:20:00,0,82,False
2015-12-05 15:28:00,0,76,False
2015-12-05 15:36:00,1,80,False
2015-12-05 15:44:00,0,84,False
2015-12-05 15:52:00,0,84,False
2015-12-05 16:00:00,0,83,False
2015-12-05 16:08:00,0,85,False
2015-12-05 16:16:00,0,93,False
2015-12-05 16:24:00,1,100,False
2015-12-05 16:32:00,0,93,False
2015-12-05 16:40:00,1,94,False
2015-12-05 16:48:00,0,87,False
2015-12-05 16:56:00,1,88,False
2015-12-05 17:04:00,1,74,False
2015-12-05 17:12:00,0,73,False
2015-12-05 17:20:00,0,71,False
2015-12-05 17:28:00,1,73,False
2015-12-05 17:36:00,0,70,False
2015-12-05 17:44:00,0,62,False
2015-12-05 17:52:00,1,70,False
2015-12-05 18:00:00,0,65,False
2015-12-05 18:08:00,0,62,False
2015-12-05 18:16:00,0,58,False
2015-12-05 18:24:00,0,65,False
2015-12-05 18:32:00,0,64,False
2015-12-05 18:40:00,0,55,False
2015-12-05 18:48:00,0,59,False
2015-12-05 18:56:00,1,57,False
2015-12-12 13:04:00,0,68,False
2015-12-12 13:12:00,0,71,False
2015-12-12 13:20:00,0,75,False
2015-12-12 13:28:00,0,68,False
2015-12-12 13:36:00,0,70,False
2015-12-12 13:44:00,0,70,False
2015-12-12 13:52:00,0,63,False
2015-12-12 14:00:00,0,75,False
2015-12-12 14:08:00,0,71,False
2015-12-12 14:16:00,0,70,False
2015-12-12 14:24:00,0,76,False
2015-12-12 14:32:00,0,83,False
2015-12-12 14:40:00,0,77,False
2015-12-12 14:48:00,1,83,False
2015-12-12 14:56:00,0,95,False
2015-12-12 15:04:00,0,90,False
2015-12-12 15:12:00,0,90,False
2015-12-12 15:20:00,0,91,False
2015-12-12 15:28:00,0,86,False
2015-12-12 15:36:00,0,79,False
2015-12-12 15:44:00,0,90,False
2015-12-12 15:52:00,0,91,False
2015-12-12 16:00:00,0,84,False
2015-12-12 16:08:00,0,87,False
2015-12-12 16:16:00,0,91,False
2015-12-12 16:24:00,0,95,False
2015-12-12 16:32:00,0,93,False
2015-12-12 16:40:00,1,100,False
2015-12-12 16:48:00,0,83,False
2015-12-12 16:56:00,1,81,False
2015-12-12 17:04:00,0,85,False
2015-12-12 17:12:00,0,78,False
2015-12-12 17:20:00,0,75,False
2015-12-12 17:28:00,0,74,False
2015-12-12 17:36:00,0,77,False
2015-12-12 17:44:00,0,72,False
2015-12-12 17:52:00,0,62,False
2015-12-12 18:00:00,0,75,False
2015-12-12 18:08:00,0,67,False
2015-12-12 18:16:00,1,68,False
2015-12-12 18:24:00,0,67,False
2015-12-12 18:32:00,0,72,False
2015-12-12 18:40:00,1,63,False
2015-12-12 18:48:00,0,69,False
2015-12-12 18:56:00,0,60,False
2015-12-19 13:04:00,0,47,False
2015-12-19 13:12:00,0,43,False
2015-12-19 13:20:00,0,46,False
2015-12-19 13:28:00,0,45,False
2015-12-19 13:36:00,0,42,False
2015-12-19 13:44:00,0,44,False
2015-12-19 13:52:00,0,49,False
2015-12-19 14:00:00,0,47,False
2015-12-19 14:08:00,0,48,False
