date,Southampton Football Club,Southampton,isPartial
2015-08-09 11:04:00,0,42,False
2015-08-09 11:12:00,0,41,False
2015-08-09 11:20:00,0,45,False
2015-08-09 11:28:00,0,49,False
2015-08-09 11:36:00,0,58,False
2015-08-09 11:44:00,0,52,False
2015-08-09 11:52:00,0,55,False
2015-08-09 12:00:00,0,57,False
2015-08-09 12:08:00,0,69,False
2015-08-09 12:16:00,0,83,False
2015-08-09 12:24:00,0,99,False
2015-08-09 12:32:00,0,100,False
2015-08-09 12:40:00,0,91,False
2015-08-09 12:48:00,0,81,False
2015-08-09 12:56:00,0,83,False
2015-08-09 13:04:00,0,68,False
2015-08-09 13:12:00,0,69,False
2015-08-09 13:20:00,0,65,False
2015-08-09 13:28:00,0,65,False
2015-08-09 13:36:00,0,73,False
2015-08-09 13:44:00,1,66,False
2015-08-09 13:52:00,0,63,False
2015-08-09 14:00:00,0,58,False
2015-08-09 14:08:00,0,64,False
2015-08-09 14:16:00,0,57,False
2015-08-09 14:24:00,0,64,False
2015-08-09 14:32:00,0,49,False
2015-08-09 14:40:00,0,46,False
2015-08-09 14:48:00,0,43,False
2015-08-09 14:56:00,0,39,False
2015-08-09 15:04:00,0,40,False
2015-08-09 15:12:00,0,39,False
2015-08-09 15:20:00,0,36,False
2015-08-09 15:28:00,0,37,False
2015-08-09 15:36:00,0,36,False
2015-08-09 15:44:00,0,34,False
2015-08-09 15:52:00,0,33,False
2015-08-09 16:00:00,0,32,False
2015-08-09 16:08:00,0,33,False
2015-08-09 16:16:00,0,34,False
2015-08-09 16:24:00,0,31,False
2015-08-09 16:32:00,0,34,False
2015-08-09 16:40:00,0,32,False
2015-08-09 16:48:00,0,34,False
2015-08-09 16:56:00,0,31,False
2015-08-15 10:00:00,0,31,False
2015-08-15 10:08:00,0,34,False
2015-08-15 10:16:00,0,35,False
2015-08-15 10:24:00,0,37,False
2015-08-15 10:32:00,0,38,False
2015-08-15 10:40:00,0,44,False
2015-08-15 10:48:00,0,44,False
2015-08-15 10:56:00,0,46,False
2015-08-15 11:04:00,0,47,False
2015-08-15 11:12:00,0,47,False
2015-08-15 11:20:00,0,54,False
2015-08-15 11:28:00,0,62,False
2015-08-15 11:36:00,0,76,False
2015-08-15 11:44:00,0,100,False
2015-08-15 11:52:00,0,88,False
2015-08-15 12:00:00,0,80,False
2015-08-15 12:08:00,0,79,False
2015-08-15 12:16:00,0,75,False
2015-08-15 12:24:00,0,73,False
2015-08-15 12:32:00,0,59,False
2015-08-15 12:40:00,0,62,False
2015-08-15 12:48:00,0,65,False
2015-08-15 12:56:00,0,65,False
2015-08-15 13:04:00,0,65,False
2015-08-15 13:12:00,0,64,False
2015-08-15 13:20:00,0,58,False
2015-08-15 13:28:00,0,61,False
2015-08-15 13:36:00,0,56,False
2015-08-15 13:44:00,0,44,False
2015-08-15 13:52:00,0,38,False
2015-08-15 14:00:00,0,38,False
2015-08-15 14:08:00,0,35,False
2015-08-15 14:16:00,0,31,False
2015-08-15 14:24:00,0,29,False
2015-08-15 14:32:00,0,28,False
2015-08-15 14:40:00,0,28,False
2015-08-15 14:48:00,0,27,False
2015-08-15 14:56:00,0,25,False
2015-08-15 15:04:00,0,25,False
2015-08-15 15:12:00,0,25,False
2015-08-15 15:20:00,0,24,False
2015-08-15 15:28:00,0,25,False
2015-08-15 15:36:00,0,24,False
2015-08-15 15:44:00,0,25,False
2015-08-15 15:52:00,0,23,False
2015-08-15 16:00:00,0,24,False
2015-08-23 14:00:00,0,59,False
2015-08-23 14:08:00,0,63,False
2015-08-23 14:16:00,0,59,False
2015-08-23 14:24:00,0,70,False
2015-08-23 14:32:00,0,75,False
2015-08-23 14:40:00,0,74,False
2015-08-23 14:48:00,0,80,False
2015-08-23 14:56:00,0,98,False
2015-08-23 15:04:00,0,92,False
2015-08-23 15:12:00,0,91,False
2015-08-23 15:20:00,1,87,False
2015-08-23 15:28:00,0,79,False
2015-08-23 15:36:00,0,77,False
2015-08-23 15:44:00,0,81,False
2015-08-23 15:52:00,0,75,False
2015-08-23 16:00:00,1,78,False
2015-08-23 16:08:00,0,84,False
2015-08-23 16:16:00,0,88,False
2015-08-23 16:24:00,1,94,False
2015-08-23 16:32:00,0,88,False
2015-08-23 16:40:00,1,87,False
2015-08-23 16:48:00,0,100,False
2015-08-23 16:56:00,1,80,False
2015-08-23 17:04:00,0,68,False
2015-08-23 17:12:00,0,70,False
2015-08-23 17:20:00,0,64,False
2015-08-23 17:28:00,0,59,False
2015-08-23 17:36:00,0,59,False
2015-08-23 17:44:00,0,58,False
2015-08-23 17:52:00,0,56,False
2015-08-23 18:00:00,0,54,False
2015-08-23 18:08:00,0,55,False
2015-08-23 18:16:00,0,57,False
2015-08-23 18:24:00,0,50,False
2015-08-23 18:32:00,0,48,False
2015-08-23 18:40:00,0,52,False
2015-08-23 18:48:00,0,53,False
2015-08-23 18:56:00,0,55,False
2015-08-23 19:04:00,0,48,False
2015-08-23 19:12:00,0,49,False
2015-08-23 19:20:00,0,51,False
2015-08-23 19:28:00,0,50,False
2015-08-23 19:36:00,0,44,False
2015-08-23 19:44:00,0,49,False
2015-08-23 19:52:00,0,49,False
2015-08-23 20:00:00,0,50,False
2015-08-30 11:04:00,0,50,False
2015-08-30 11:12:00,0,55,False
2015-08-30 11:20:00,0,47,False
2015-08-30 11:28:00,0,62,False
2015-08-30 11:36:00,0,58,False
2015-08-30 11:44:00,0,60,False
2015-08-30 11:52:00,0,62,False
2015-08-30 12:00:00,0,62,False
2015-08-30 12:08:00,0,68,False
2015-08-30 12:16:00,0,76,False
2015-08-30 12:24:00,0,89,False
2015-08-30 12:32:00,0,93,False
2015-08-30 12:40:00,0,81,False
2015-08-30 12:48:00,1,79,False
2015-08-30 12:56:00,1,84,False
2015-08-30 13:04:00,0,83,False
2015-08-30 13:12:00,1,86,False
2015-08-30 13:20:00,0,71,False
2015-08-30 13:28:00,0,74,False
2015-08-30 13:36:00,0,82,False
2015-08-30 13:44:00,1,85,False
2015-08-30 13:52:00,1,100,False
2015-08-30 14:00:00,0,90,False
2015-08-30 14:08:00,0,89,False
2015-08-30 14:16:00,0,86,False
2015-08-30 14:24:00,0,76,False
2015-08-30 14:32:00,0,64,False
2015-08-30 14:40:00,0,52,False
2015-08-30 14:48:00,0,51,False
2015-08-30 14:56:00,0,51,False
2015-08-30 15:04:00,0,50,False
2015-08-30 15:12:00,0,46,False
2015-08-30 15:20:00,0,44,False
2015-08-30 15:28:00,0,48,False
2015-08-30 15:36:00,0,43,False
2015-08-30 15:44:00,0,44,False
2015-08-30 15:52:00,0,42,False
2015-08-30 16:00:00,0,40,False
2015-08-30 16:08:00,0,43,False
2015-08-30 16:16:00,0,37,False
2015-08-30 16:24:00,0,37,False
2015-08-30 16:32:00,0,38,False
2015-08-30 16:40:00,0,37,False
2015-08-30 16:48:00,0,39,False
2015-08-30 16:56:00,0,37,False
2015-09-12 13:04:00,0,71,False
2015-09-12 13:12:00,0,65,False
2015-09-12 13:20:00,0,67,False
2015-09-12 13:28:00,0,64,False
2015-09-12 13:36:00,0,69,False
2015-09-12 13:44:00,0,80,False
2015-09-12 13:52:00,0,83,False
2015-09-12 14:00:00,0,85,False
2015-09-12 14:08:00,0,82,False
2015-09-12 14:16:00,1,86,False
2015-09-12 14:24:00,1,81,False
2015-09-12 14:32:00,0,82,False
2015-09-12 14:40:00,0,86,False
2015-09-12 14:48:00,0,85,False
2015-09-12 14:56:00,0,100,False
2015-09-12 15:04:00,0,100,False
2015-09-12 15:12:00,0,91,False
2015-09-12 15:20:00,0,81,False
2015-09-12 15:28:00,0,77,False
2015-09-12 15:36:00,0,83,False
2015-09-12 15:44:00,0,81,False
2015-09-12 15:52:00,0,83,False
2015-09-12 16:00:00,0,81,False
2015-09-12 16:08:00,0,79,False
2015-09-12 16:16:00,0,73,False
2015-09-12 16:24:00,0,67,False
2015-09-12 16:32:00,0,71,False
2015-09-12 16:40:00,0,73,False
2015-09-12 16:48:00,0,69,False
2015-09-12 16:56:00,0,62,False
2015-09-12 17:04:00,0,65,False
2015-09-12 17:12:00,0,71,False
2015-09-12 17:20:00,0,64,False
2015-09-12 17:28:00,1,68,False
2015-09-12 17:36:00,0,69,False
2015-09-12 17:44:00,0,63,False
2015-09-12 17:52:00,0,57,False
2015-09-12 18:00:00,0,63,False
2015-09-12 18:08:00,0,66,False
2015-09-12 18:16:00,0,64,False
2015-09-12 18:24:00,0,67,False
2015-09-12 18:32:00,0,61,False
2015-09-12 18:40:00,0,77,False
2015-09-12 18:48:00,0,60,False
2015-09-12 18:56:00,0,61,False
2015-09-20 14:00:00,0,28,False
2015-09-20 14:08:00,0,29,False
2015-09-20 14:16:00,0,33,False
2015-09-20 14:24:00,0,39,False
2015-09-20 14:32:00,0,43,False
2015-09-20 14:40:00,0,51,False
2015-09-20 14:48:00,0,66,False
2015-09-20 14:56:00,0,100,False
2015-09-20 15:04:00,0,95,False
2015-09-20 15:12:00,0,97,False
2015-09-20 15:20:00,0,86,False
2015-09-20 15:28:00,0,81,False
2015-09-20 15:36:00,0,85,False
2015-09-20 15:44:00,0,75,False
2015-09-20 15:52:00,0,67,False
2015-09-20 16:00:00,0,74,False
2015-09-20 16:08:00,0,91,False
2015-09-20 16:16:00,0,79,False
2015-09-20 16:24:00,0,77,False
2015-09-20 16:32:00,0,71,False
2015-09-20 16:40:00,0,70,False
2015-09-20 16:48:00,0,71,False
2015-09-20 16:56:00,0,67,False
2015-09-20 17:04:00,0,52,False
2015-09-20 17:12:00,0,48,False
2015-09-20 17:20:00,0,43,False
2015-09-20 17:28:00,0,42,False
2015-09-20 17:36:00,0,39,False
2015-09-20 17:44:00,0,37,False
2015-09-20 17:52:00,0,34,False
2015-09-20 18:00:00,0,33,False
2015-09-20 18:08:00,0,31,False
2015-09-20 18:16:00,0,31,False
2015-09-20 18:24:00,0,29,False
2015-09-20 18:32:00,0,28,False
2015-09-20 18:40:00,0,28,False
2015-09-20 18:48:00,0,27,False
2015-09-20 18:56:00,0,28,False
2015-09-20 19:04:00,0,26,False
2015-09-20 19:12:00,0,25,False
2015-09-20 19:20:00,0,25,False
2015-09-20 19:28:00,0,25,False
2015-09-20 19:36:00,0,24,False
2015-09-20 19:44:00,0,25,False
2015-09-20 19:52:00,0,23,False
2015-09-20 20:00:00,0,25,False
2015-09-26 13:04:00,0,78,False
2015-09-26 13:12:00,0,72,False
2015-09-26 13:20:00,1,77,False
2015-09-26 13:28:00,0,74,False
2015-09-26 13:36:00,0,76,False
2015-09-26 13:44:00,0,77,False
2015-09-26 13:52:00,1,84,False
2015-09-26 14:00:00,0,91,False
2015-09-26 14:08:00,0,93,False
2015-09-26 14:16:00,0,88,False
2015-09-26 14:24:00,0,89,False
2015-09-26 14:32:00,0,87,False
2015-09-26 14:40:00,0,79,False
2015-09-26 14:48:00,0,89,False
2015-09-26 14:56:00,0,84,False
2015-09-26 15:04:00,0,95,False
2015-09-26 15:12:00,0,100,False
2015-09-26 15:20:00,1,99,False
2015-09-26 15:28:00,1,97,False
2015-09-26 15:36:00,0,87,False
2015-09-26 15:44:00,1,91,False
2015-09-26 15:52:00,0,93,False
2015-09-26 16:00:00,0,93,False
2015-09-26 16:08:00,1,80,False
2015-09-26 16:16:00,0,86,False
2015-09-26 16:24:00,0,73,False
2015-09-26 16:32:00,0,78,False
2015-09-26 16:40:00,0,78,False
2015-09-26 16:48:00,0,71,False
2015-09-26 16:56:00,0,79,False
2015-09-26 17:04:00,0,73,False
2015-09-26 17:12:00,0,68,False
2015-09-26 17:20:00,0,62,False
2015-09-26 17:28:00,0,62,False
2015-09-26 17:36:00,0,63,False
2015-09-26 17:44:00,0,70,False
2015-09-26 17:52:00,0,68,False
2015-09-26 18:00:00,0,61,False
2015-09-26 18:08:00,0,68,False
2015-09-26 18:16:00,0,59,False
2015-09-26 18:24:00,0,64,False
2015-09-26 18:32:00,0,63,False
2015-09-26 18:40:00,0,66,False
2015-09-26 18:48:00,0,65,False
2015-09-26 18:56:00,0,62,False
2015-10-03 15:04:00,0,17,False
2015-10-03 15:12:00,0,19,False
2015-10-03 15:20:00,0,22,False
2015-10-03 15:28:00,0,23,False
2015-10-03 15:36:00,0,25,False
2015-10-03 15:44:00,0,27,False
2015-10-03 15:52:00,0,34,False
2015-10-03 16:00:00,0,39,False
2015-10-03 16:08:00,0,39,False
2015-10-03 16:16:00,0,46,False
2015-10-03 16:24:00,0,59,False
2015-10-03 16:32:00,0,69,False
2015-10-03 16:40:00,0,68,False
2015-10-03 16:48:00,0,59,False
2015-10-03 16:56:00,0,58,False
2015-10-03 17:04:00,0,56,False
2015-10-03 17:12:00,0,64,False
2015-10-03 17:20:00,0,57,False
2015-10-03 17:28:00,0,56,False
2015-10-03 17:36:00,0,70,False
2015-10-03 17:44:00,0,81,False
2015-10-03 17:52:00,0,89,False
2015-10-03 18:00:00,0,100,False
2015-10-03 18:08:00,0,88,False
2015-10-03 18:16:00,0,90,False
2015-10-03 18:24:00,0,85,False
2015-10-03 18:32:00,0,64,False
2015-10-03 18:40:00,0,58,False
2015-10-03 18:48:00,0,53,False
2015-10-03 18:56:00,0,46,False
2015-10-03 19:04:00,0,43,False
2015-10-03 19:12:00,0,38,False
2015-10-03 19:20:00,0,37,False
2015-10-03 19:28:00,0,35,False
2015-10-03 19:36:00,0,32,False
2015-10-03 19:44:00,0,33,False
2015-10-03 19:52:00,0,33,False
2015-10-03 20:00:00,0,30,False
2015-10-03 20:08:00,0,26,False
2015-10-03 20:16:00,0,26,False
2015-10-03 20:24:00,0,25,False
2015-10-03 20:32:00,0,24,False
2015-10-03 20:40:00,0,26,False
2015-10-03 20:48:00,0,25,False
2015-10-03 20:56:00,0,24,False
2015-10-17 13:04:00,0,62,False
2015-10-17 13:12:00,0,63,False
2015-10-17 13:20:00,0,61,False
2015-10-17 13:28:00,0,60,False
2015-10-17 13:36:00,0,70,False
2015-10-17 13:44:00,0,65,False
2015-10-17 13:52:00,1,81,False
2015-10-17 14:00:00,0,90,False
2015-10-17 14:08:00,0,83,False
2015-10-17 14:16:00,0,81,False
2015-10-17 14:24:00,0,83,False
2015-10-17 14:32:00,0,79,False
2015-10-17 14:40:00,1,81,False
2015-10-17 14:48:00,1,79,False
2015-10-17 14:56:00,1,76,False
2015-10-17 15:04:00,0,84,False
2015-10-17 15:12:00,1,81,False
2015-10-17 15:20:00,1,84,False
2015-10-17 15:28:00,0,94,False
2015-10-17 15:36:00,1,85,False
2015-10-17 15:44:00,1,88,False
2015-10-17 15:52:00,1,100,False
2015-10-17 16:00:00,1,85,False
2015-10-17 16:08:00,1,81,False
2015-10-17 16:16:00,0,78,False
2015-10-17 16:24:00,0,77,False
2015-10-17 16:32:00,0,74,False
2015-10-17 16:40:00,0,70,False
2015-10-17 16:48:00,0,67,False
2015-10-17 16:56:00,0,66,False
2015-10-17 17:04:00,0,62,False
2015-10-17 17:12:00,0,64,False
2015-10-17 17:20:00,0,59,False
2015-10-17 17:28:00,0,57,False
2015-10-17 17:36:00,0,56,False
2015-10-17 17:44:00,0,59,False
2015-10-17 17:52:00,0,54,False
2015-10-17 18:00:00,0,62,False
2015-10-17 18:08:00,1,60,False
2015-10-17 18:16:00,0,57,False
2015-10-17 18:24:00,0,56,False
2015-10-17 18:32:00,0,57,False
2015-10-17 18:40:00,0,57,False
2015-10-17 18:48:00,0,54,False
2015-10-17 18:56:00,0,57,False
2015-10-25 14:00:00,0,21,False
2015-10-25 14:08:00,0,22,False
2015-10-25 14:16:00,0,20,False
2015-10-25 14:24:00,0,20,False
2015-10-25 14:32:00,0,23,False
2015-10-25 14:40:00,0,24,False
2015-10-25 14:48:00,0,27,False
2015-10-25 14:56:00,0,26,False
2015-10-25 15:04:00,0,29,False
2015-10-25 15:12:00,0,28,False
2015-10-25 15:20:00,0,32,False
2015-10-25 15:28:00,0,32,False
2015-10-25 15:36:00,0,36,False
2015-10-25 15:44:00,0,41,False
2015-10-25 15:52:00,0,70,False
2015-10-25 16:00:00,0,83,False
2015-10-25 16:08:00,0,94,False
2015-10-25 16:16:00,0,100,False
2015-10-25 16:24:00,0,93,False
2015-10-25 16:32:00,0,83,False
2015-10-25 16:40:00,0,75,False
2015-10-25 16:48:00,0,75,False
2015-10-25 16:56:00,0,66,False
2015-10-25 17:04:00,0,64,False
2015-10-25 17:12:00,0,65,False
2015-10-25 17:20:00,0,81,False
2015-10-25 17:28:00,0,83,False
2015-10-25 17:36:00,0,82,False
2015-10-25 17:44:00,0,87,False
2015-10-25 17:52:00,0,86,False
2015-10-25 18:00:00,0,82,False
2015-10-25 18:08:00,0,70,False
2015-10-25 18:16:00,0,53,False
2015-10-25 18:24:00,0,45,False
2015-10-25 18:32:00,0,40,False
2015-10-25 18:40:00,0,37,False
2015-10-25 18:48:00,0,35,False
2015-10-25 18:56:00,0,33,False
2015-10-25 19:04:00,0,32,False
2015-10-25 19:12:00,0,32,False
2015-10-25 19:20:00,0,29,False
2015-10-25 19:28:00,0,27,False
2015-10-25 19:36:00,0,28,False
2015-10-25 19:44:00,0,29,False
2015-10-25 19:52:00,0,26,False
2015-10-25 20:00:00,0,26,False
2015-11-01 14:00:00,0,32,False
2015-11-01 14:08:00,0,32,False
2015-11-01 14:16:00,0,33,False
2015-11-01 14:24:00,0,36,False
2015-11-01 14:32:00,0,35,False
2015-11-01 14:40:00,0,35,False
2015-11-01 14:48:00,0,36,False
2015-11-01 14:56:00,0,42,False
2015-11-01 15:04:00,0,47,False
2015-11-01 15:12:00,0,48,False
2015-11-01 15:20:00,0,49,False
2015-11-01 15:28:00,0,54,False
2015-11-01 15:36:00,0,57,False
2015-11-01 15:44:00,0,65,False
2015-11-01 15:52:00,0,72,False
2015-11-01 16:00:00,0,87,False
2015-11-01 16:08:00,0,78,False
2015-11-01 16:16:00,1,81,False
2015-11-01 16:24:00,0,79,False
2015-11-01 16:32:00,1,100,False
2015-11-01 16:40:00,1,93,False
2015-11-01 16:48:00,0,67,False
2015-11-01 16:56:00,0,64,False
2015-11-01 17:04:00,0,73,False
2015-11-01 17:12:00,0,73,False
2015-11-01 17:20:00,0,78,False
2015-11-01 17:28:00,1,71,False
2015-11-01 17:36:00,0,78,False
2015-11-01 17:44:00,0,72,False
2015-11-01 17:52:00,0,70,False
2015-11-01 18:00:00,0,59,False
2015-11-01 18:08:00,0,54,False
2015-11-01 18:16:00,0,46,False
2015-11-01 18:24:00,0,43,False
2015-11-01 18:32:00,0,44,False
2015-11-01 18:40:00,0,40,False
2015-11-01 18:48:00,0,40,False
2015-11-01 18:56:00,0,35,False
2015-11-01 19:04:00,0,36,False
2015-11-01 19:12:00,0,35,False
2015-11-01 19:20:00,0,35,False
2015-11-01 19:28:00,0,35,False
2015-11-01 19:36:00,0,33,False
2015-11-01 19:44:00,0,36,False
2015-11-01 19:52:00,0,35,False
2015-11-01 20:00:00,0,37,False
2015-11-07 13:04:00,0,56,False
2015-11-07 13:12:00,0,67,False
2015-11-07 13:20:00,0,64,False
