date,Everton Football Club,Everton,isPartial
2015-11-21 13:44:00,0,34,False
2015-11-21 13:52:00,0,39,False
2015-11-21 14:00:00,0,41,False
2015-11-21 14:08:00,0,43,False
2015-11-21 14:16:00,1,37,False
2015-11-21 14:24:00,0,34,False
2015-11-21 14:32:00,0,47,False
2015-11-21 14:40:00,0,57,False
2015-11-21 14:48:00,0,75,False
2015-11-21 14:56:00,1,85,False
2015-11-21 15:04:00,0,100,False
2015-11-21 15:12:00,0,87,False
2015-11-21 15:20:00,0,87,False
2015-11-21 15:28:00,1,89,False
2015-11-21 15:36:00,0,77,False
2015-11-21 15:44:00,0,93,False
2015-11-21 15:52:00,0,77,False
2015-11-21 16:00:00,0,87,False
2015-11-21 16:08:00,0,86,False
2015-11-21 16:16:00,0,97,False
2015-11-21 16:24:00,0,85,False
2015-11-21 16:32:00,0,82,False
2015-11-21 16:40:00,0,81,False
2015-11-21 16:48:00,0,84,False
2015-11-21 16:56:00,0,80,False
2015-11-21 17:04:00,0,62,False
2015-11-21 17:12:00,0,49,False
2015-11-21 17:20:00,0,46,False
2015-11-21 17:28:00,0,42,False
2015-11-21 17:36:00,0,46,False
2015-11-21 17:44:00,0,42,False
2015-11-21 17:52:00,0,43,False
2015-11-21 18:00:00,0,39,False
2015-11-21 18:08:00,0,45,False
2015-11-21 18:16:00,1,42,False
2015-11-21 18:24:00,0,36,False
2015-11-21 18:32:00,0,37,False
2015-11-21 18:40:00,0,37,False
2015-11-21 18:48:00,0,37,False
2015-11-21 18:56:00,0,36,False
2015-11-28 13:04:00,0,20,False
2015-11-28 13:12:00,0,18,False
2015-11-28 13:20:00,0,19,False
2015-11-28 13:28:00,0,18,False
2015-11-28 13:36:00,0,20,False
2015-11-28 13:44:00,0,18,False
2015-11-28 13:52:00,0,21,False
2015-11-28 14:00:00,0,24,False
2015-11-28 14:08:00,0,21,False
2015-11-28 14:16:00,0,21,False
2015-11-28 14:24:00,0,22,False
2015-11-28 14:32:00,0,25,False
2015-11-28 14:40:00,0,27,False
2015-11-28 14:48:00,0,32,False
2015-11-28 14:56:00,0,48,False
2015-11-28 15:04:00,0,46,False
2015-11-28 15:12:00,0,41,False
2015-11-28 15:20:00,0,46,False
2015-11-28 15:28:00,0,44,False
2015-11-28 15:36:00,0,44,False
2015-11-28 15:44:00,0,37,False
2015-11-28 15:52:00,0,35,False
2015-11-28 16:00:00,0,37,False
2015-11-28 16:08:00,0,35,False
2015-11-28 16:16:00,0,38,False
2015-11-28 16:24:00,0,40,False
2015-11-28 16:32:00,0,44,False
2015-11-28 16:40:00,0,56,False
2015-11-28 16:48:00,0,70,False
2015-11-28 16:56:00,0,100,False
2015-11-28 17:04:00,0,67,False
2015-11-28 17:12:00,0,48,False
2015-11-28 17:20:00,0,42,False
2015-11-28 17:28:00,0,34,False
2015-11-28 17:36:00,0,34,False
2015-11-28 17:44:00,0,28,False
2015-11-28 17:52:00,0,31,False
2015-11-28 18:00:00,0,27,False
2015-11-28 18:08:00,0,25,False
2015-11-28 18:16:00,0,29,False
2015-11-28 18:24:00,0,23,False
2015-11-28 18:32:00,0,22,False
2015-11-28 18:40:00,0,24,False
2015-11-28 18:48:00,0,22,False
2015-11-28 18:56:00,0,25,False
2015-12-07 18:00:00,0,23,False
2015-12-07 18:08:00,0,25,False
2015-12-07 18:16:00,0,23,False
2015-12-07 18:24:00,0,25,False
2015-12-07 18:32:00,0,27,False
2015-12-07 18:40:00,0,25,False
2015-12-07 18:48:00,0,29,False
2015-12-07 18:56:00,0,35,False
2015-12-07 19:04:00,0,35,False
2015-12-07 19:12:00,0,35,False
2015-12-07 19:20:00,0,36,False
2015-12-07 19:28:00,0,44,False
2015-12-07 19:36:00,0,45,False
2015-12-07 19:44:00,0,50,False
2015-12-07 19:52:00,0,58,False
2015-12-07 20:00:00,0,70,False
2015-12-07 20:08:00,0,73,False
2015-12-07 20:16:00,0,74,False
2015-12-07 20:24:00,0,78,False
2015-12-07 20:32:00,0,69,False
2015-12-07 20:40:00,0,69,False
2015-12-07 20:48:00,0,63,False
2015-12-07 20:56:00,0,70,False
2015-12-07 21:04:00,0,76,False
2015-12-07 21:12:00,0,86,False
2015-12-07 21:20:00,0,92,False
2015-12-07 21:28:00,0,89,False
2015-12-07 21:36:00,0,96,False
2015-12-07 21:44:00,0,100,False
2015-12-07 21:52:00,0,91,False
2015-12-07 22:00:00,0,75,False
2015-12-07 22:08:00,0,62,False
2015-12-07 22:16:00,0,55,False
2015-12-07 22:24:00,0,49,False
2015-12-07 22:32:00,0,41,False
2015-12-07 22:40:00,0,40,False
2015-12-07 22:48:00,0,36,False
2015-12-07 22:56:00,0,34,False
2015-12-07 23:04:00,0,31,False
2015-12-07 23:12:00,0,32,False
2015-12-07 23:20:00,0,29,False
2015-12-07 23:28:00,0,26,False
2015-12-07 23:36:00,0,23,False
2015-12-07 23:44:00,0,23,False
2015-12-07 23:52:00,0,22,False
2015-12-08 00:00:00,0,22,False
2015-12-12 10:00:00,0,23,False
2015-12-12 10:08:00,0,25,False
2015-12-12 10:16:00,0,26,False
2015-12-12 10:24:00,0,28,False
2015-12-12 10:32:00,0,29,False
2015-12-12 10:40:00,0,30,False
2015-12-12 10:48:00,0,31,False
2015-12-12 10:56:00,0,33,False
2015-12-12 11:04:00,0,34,False
2015-12-12 11:12:00,0,35,False
2015-12-12 11:20:00,0,34,False
2015-12-12 11:28:00,0,42,False
2015-12-12 11:36:00,0,43,False
2015-12-12 11:44:00,0,50,False
2015-12-12 11:52:00,0,49,False
2015-12-12 12:00:00,0,52,False
2015-12-12 12:08:00,0,50,False
2015-12-12 12:16:00,0,57,False
2015-12-12 12:24:00,0,58,False
2015-12-12 12:32:00,0,63,False
2015-12-12 12:40:00,0,81,False
2015-12-12 12:48:00,0,92,False
2015-12-12 12:56:00,0,97,False
2015-12-12 13:04:00,1,93,False
2015-12-12 13:12:00,0,87,False
2015-12-12 13:20:00,0,88,False
2015-12-12 13:28:00,0,80,False
2015-12-12 13:36:00,0,76,False
2015-12-12 13:44:00,0,79,False
2015-12-12 13:52:00,0,97,False
2015-12-12 14:00:00,0,90,False
2015-12-12 14:08:00,0,90,False
