date,Sunderland Football Club,isPartial
2015-08-22 13:28:00,33,False
2015-08-22 13:36:00,0,False
2015-08-22 13:44:00,0,False
2015-08-22 13:52:00,32,False
2015-08-22 14:00:00,0,False
2015-08-22 14:08:00,64,False
2015-08-22 14:16:00,63,False
2015-08-22 14:24:00,0,False
2015-08-22 14:32:00,95,False
2015-08-22 14:40:00,0,False
2015-08-22 14:48:00,63,False
2015-08-22 14:56:00,63,False
2015-08-22 15:04:00,63,False
2015-08-22 15:12:00,63,False
2015-08-22 15:20:00,0,False
2015-08-22 15:28:00,31,False
2015-08-22 15:36:00,32,False
2015-08-22 15:44:00,63,False
2015-08-22 15:52:00,31,False
2015-08-22 16:00:00,31,False
2015-08-22 16:08:00,0,False
2015-08-22 16:16:00,64,False
2015-08-22 16:24:00,32,False
2015-08-22 16:32:00,0,False
2015-08-22 16:40:00,32,False
2015-08-22 16:48:00,0,False
2015-08-22 16:56:00,32,False
2015-08-22 17:04:00,0,False
2015-08-22 17:12:00,65,False
2015-08-22 17:20:00,0,False
2015-08-22 17:28:00,33,False
2015-08-22 17:36:00,0,False
2015-08-22 17:44:00,67,False
2015-08-22 17:52:00,100,False
2015-08-22 18:00:00,0,False
2015-08-22 18:08:00,34,False
2015-08-22 18:16:00,68,False
2015-08-22 18:24:00,0,False
2015-08-22 18:32:00,0,False
2015-08-22 18:40:00,35,False
2015-08-22 18:48:00,0,False
2015-08-22 18:56:00,0,False
2015-08-29 13:04:00,0,False
2015-08-29 13:12:00,35,False
2015-08-29 13:20:00,0,False
2015-08-29 13:28:00,0,False
2015-08-29 13:36:00,0,False
2015-08-29 13:44:00,0,False
2015-08-29 13:52:00,66,False
2015-08-29 14:00:00,0,False
2015-08-29 14:08:00,33,False
2015-08-29 14:16:00,33,False
2015-08-29 14:24:00,0,False
2015-08-29 14:32:00,0,False
2015-08-29 14:40:00,32,False
2015-08-29 14:48:00,64,False
2015-08-29 14:56:00,64,False
2015-08-29 15:04:00,65,False
2015-08-29 15:12:00,64,False
2015-08-29 15:20:00,97,False
2015-08-29 15:28:00,32,False
2015-08-29 15:36:00,0,False
2015-08-29 15:44:00,98,False
2015-08-29 15:52:00,32,False
2015-08-29 16:00:00,0,False
2015-08-29 16:08:00,0,False
2015-08-29 16:16:00,0,False
2015-08-29 16:24:00,33,False
2015-08-29 16:32:00,33,False
2015-08-29 16:40:00,33,False
2015-08-29 16:48:00,66,False
2015-08-29 16:56:00,100,False
2015-08-29 17:04:00,34,False
2015-08-29 17:12:00,0,False
2015-08-29 17:20:00,67,False
2015-08-29 17:28:00,0,False
2015-08-29 17:36:00,0,False
2015-08-29 17:44:00,34,False
2015-08-29 17:52:00,0,False
2015-08-29 18:00:00,0,False
2015-08-29 18:08:00,0,False
2015-08-29 18:16:00,35,False
2015-08-29 18:24:00,0,False
2015-08-29 18:32:00,35,False
2015-08-29 18:40:00,71,False
2015-08-29 18:48:00,0,False
2015-08-29 18:56:00,36,False
2015-09-13 11:04:00,21,False
2015-09-13 11:12:00,0,False
2015-09-13 11:20:00,0,False
2015-09-13 11:28:00,20,False
2015-09-13 11:36:00,0,False
2015-09-13 11:44:00,20,False
2015-09-13 11:52:00,58,False
2015-09-13 12:00:00,39,False
2015-09-13 12:08:00,0,False
2015-09-13 12:16:00,38,False
2015-09-13 12:24:00,56,False
2015-09-13 12:32:00,37,False
2015-09-13 12:40:00,74,False
2015-09-13 12:48:00,72,False
2015-09-13 12:56:00,35,False
2015-09-13 13:04:00,35,False
2015-09-13 13:12:00,17,False
2015-09-13 13:20:00,17,False
2015-09-13 13:28:00,17,False
2015-09-13 13:36:00,68,False
2015-09-13 13:44:00,0,False
2015-09-13 13:52:00,100,False
2015-09-13 14:00:00,33,False
2015-09-13 14:08:00,49,False
2015-09-13 14:16:00,16,False
2015-09-13 14:24:00,16,False
2015-09-13 14:32:00,65,False
2015-09-13 14:40:00,16,False
2015-09-13 14:48:00,16,False
2015-09-13 14:56:00,32,False
2015-09-13 15:04:00,16,False
2015-09-13 15:12:00,32,False
2015-09-13 15:20:00,16,False
2015-09-13 15:28:00,32,False
2015-09-13 15:36:00,32,False
2015-09-13 15:44:00,0,False
2015-09-13 15:52:00,32,False
2015-09-13 16:00:00,16,False
2015-09-13 16:08:00,0,False
2015-09-13 16:16:00,64,False
2015-09-13 16:24:00,0,False
2015-09-13 16:32:00,16,False
2015-09-13 16:40:00,0,False
2015-09-13 16:48:00,16,False
2015-09-13 16:56:00,0,False
2015-09-19 13:04:00,27,False
2015-09-19 13:12:00,26,False
2015-09-19 13:20:00,0,False
2015-09-19 13:28:00,52,False
2015-09-19 13:36:00,25,False
2015-09-19 13:44:00,25,False
2015-09-19 13:52:00,25,False
2015-09-19 14:00:00,75,False
2015-09-19 14:08:00,25,False
2015-09-19 14:16:00,49,False
2015-09-19 14:24:00,49,False
2015-09-19 14:32:00,0,False
2015-09-19 14:40:00,49,False
2015-09-19 14:48:00,0,False
2015-09-19 14:56:00,25,False
2015-09-19 15:04:00,25,False
2015-09-19 15:12:00,0,False
2015-09-19 15:20:00,0,False
2015-09-19 15:28:00,25,False
2015-09-19 15:36:00,49,False
2015-09-19 15:44:00,49,False
2015-09-19 15:52:00,25,False
2015-09-19 16:00:00,0,False
2015-09-19 16:08:00,0,False
2015-09-19 16:16:00,0,False
2015-09-19 16:24:00,25,False
2015-09-19 16:32:00,100,False
2015-09-19 16:40:00,0,False
2015-09-19 16:48:00,0,False
2015-09-19 16:56:00,51,False
2015-09-19 17:04:00,0,False
2015-09-19 17:12:00,51,False
2015-09-19 17:20:00,0,False
2015-09-19 17:28:00,0,False
2015-09-19 17:36:00,0,False
2015-09-19 17:44:00,0,False
2015-09-19 17:52:00,0,False
2015-09-19 18:00:00,0,False
2015-09-19 18:08:00,26,False
2015-09-19 18:16:00,53,False
2015-09-19 18:24:00,27,False
2015-09-19 18:32:00,54,False
2015-09-19 18:40:00,0,False
2015-09-19 18:48:00,0,False
2015-09-19 18:56:00,0,False
2015-09-26 13:04:00,0,False
2015-09-26 13:12:00,0,False
2015-09-26 13:20:00,27,False
2015-09-26 13:28:00,26,False
2015-09-26 13:36:00,13,False
2015-09-26 13:44:00,51,False
2015-09-26 13:52:00,38,False
2015-09-26 14:00:00,0,False
2015-09-26 14:08:00,25,False
2015-09-26 14:16:00,100,False
2015-09-26 14:24:00,12,False
2015-09-26 14:32:00,37,False
2015-09-26 14:40:00,37,False
2015-09-26 14:48:00,49,False
2015-09-26 14:56:00,25,False
2015-09-26 15:04:00,12,False
2015-09-26 15:12:00,12,False
2015-09-26 15:20:00,25,False
2015-09-26 15:28:00,12,False
2015-09-26 15:36:00,61,False
2015-09-26 15:44:00,74,False
2015-09-26 15:52:00,0,False
2015-09-26 16:00:00,0,False
2015-09-26 16:08:00,37,False
2015-09-26 16:16:00,0,False
2015-09-26 16:24:00,25,False
2015-09-26 16:32:00,0,False
2015-09-26 16:40:00,12,False
2015-09-26 16:48:00,0,False
2015-09-26 16:56:00,0,False
2015-09-26 17:04:00,13,False
2015-09-26 17:12:00,0,False
2015-09-26 17:20:00,0,False
2015-09-26 17:28:00,13,False
2015-09-26 17:36:00,0,False
2015-09-26 17:44:00,26,False
2015-09-26 17:52:00,0,False
2015-09-26 18:00:00,0,False
2015-09-26 18:08:00,13,False
2015-09-26 18:16:00,0,False
2015-09-26 18:24:00,26,False
2015-09-26 18:32:00,13,False
2015-09-26 18:40:00,0,False
2015-09-26 18:48:00,0,False
2015-09-26 18:56:00,27,False
2015-10-03 13:04:00,27,False
2015-10-03 13:12:00,0,False
2015-10-03 13:20:00,52,False
2015-10-03 13:28:00,0,False
2015-10-03 13:36:00,52,False
2015-10-03 13:44:00,0,False
2015-10-03 13:52:00,25,False
2015-10-03 14:00:00,51,False
2015-10-03 14:08:00,50,False
2015-10-03 14:16:00,25,False
2015-10-03 14:24:00,25,False
2015-10-03 14:32:00,49,False
2015-10-03 14:40:00,25,False
2015-10-03 14:48:00,24,False
2015-10-03 14:56:00,0,False
2015-10-03 15:04:00,74,False
2015-10-03 15:12:00,49,False
2015-10-03 15:20:00,24,False
2015-10-03 15:28:00,24,False
2015-10-03 15:36:00,49,False
2015-10-03 15:44:00,49,False
2015-10-03 15:52:00,48,False
2015-10-03 16:00:00,48,False
2015-10-03 16:08:00,49,False
2015-10-03 16:16:00,24,False
2015-10-03 16:24:00,24,False
2015-10-03 16:32:00,24,False
2015-10-03 16:40:00,49,False
2015-10-03 16:48:00,74,False
2015-10-03 16:56:00,25,False
2015-10-03 17:04:00,100,False
2015-10-03 17:12:00,50,False
2015-10-03 17:20:00,25,False
2015-10-03 17:28:00,25,False
2015-10-03 17:36:00,0,False
2015-10-03 17:44:00,25,False
2015-10-03 17:52:00,25,False
2015-10-03 18:00:00,0,False
2015-10-03 18:08:00,26,False
2015-10-03 18:16:00,0,False
2015-10-03 18:24:00,52,False
2015-10-03 18:32:00,0,False
2015-10-03 18:40:00,0,False
2015-10-03 18:48:00,26,False
2015-10-03 18:56:00,0,False
2015-10-17 13:04:00,0,False
2015-10-17 13:12:00,36,False
2015-10-17 13:20:00,0,False
2015-10-17 13:28:00,71,False
2015-10-17 13:36:00,35,False
2015-10-17 13:44:00,0,False
2015-10-17 13:52:00,68,False
2015-10-17 14:00:00,0,False
2015-10-17 14:08:00,0,False
2015-10-17 14:16:00,34,False
2015-10-17 14:24:00,34,False
2015-10-17 14:32:00,34,False
2015-10-17 14:40:00,67,False
2015-10-17 14:48:00,0,False
2015-10-17 14:56:00,0,False
2015-10-17 15:04:00,100,False
2015-10-17 15:12:00,100,False
2015-10-17 15:20:00,33,False
2015-10-17 15:28:00,33,False
2015-10-17 15:36:00,0,False
2015-10-17 15:44:00,0,False
2015-10-17 15:52:00,65,False
2015-10-17 16:00:00,33,False
2015-10-17 16:08:00,66,False
2015-10-17 16:16:00,0,False
2015-10-17 16:24:00,66,False
2015-10-17 16:32:00,34,False
2015-10-17 16:40:00,34,False
2015-10-17 16:48:00,34,False
2015-10-17 16:56:00,0,False
2015-10-17 17:04:00,68,False
2015-10-17 17:12:00,34,False
2015-10-17 17:20:00,34,False
2015-10-17 17:28:00,0,False
2015-10-17 17:36:00,34,False
2015-10-17 17:44:00,0,False
2015-10-17 17:52:00,35,False
2015-10-17 18:00:00,35,False
2015-10-17 18:08:00,35,False
2015-10-17 18:16:00,36,False
2015-10-17 18:24:00,0,False
2015-10-17 18:32:00,36,False
2015-10-17 18:40:00,0,False
2015-10-17 18:48:00,36,False
2015-10-17 18:56:00,37,False
2015-10-25 10:00:00,14,False
2015-10-25 10:08:00,14,False
2015-10-25 10:16:00,0,False
2015-10-25 10:24:00,0,False
2015-10-25 10:32:00,0,False
2015-10-25 10:40:00,0,False
2015-10-25 10:48:00,28,False
2015-10-25 10:56:00,0,False
2015-10-25 11:04:00,0,False
2015-10-25 11:12:00,0,False
2015-10-25 11:20:00,0,False
2015-10-25 11:28:00,0,False
2015-10-25 11:36:00,26,False
2015-10-25 11:44:00,26,False
2015-10-25 11:52:00,25,False
2015-10-25 12:00:00,51,False
2015-10-25 12:08:00,12,False
2015-10-25 12:16:00,74,False
2015-10-25 12:24:00,12,False
2015-10-25 12:32:00,24,False
2015-10-25 12:40:00,48,False
2015-10-25 12:48:00,35,False
2015-10-25 12:56:00,23,False
2015-10-25 13:04:00,11,False
2015-10-25 13:12:00,11,False
2015-10-25 13:20:00,34,False
2015-10-25 13:28:00,100,False
2015-10-25 13:36:00,22,False
2015-10-25 13:44:00,66,False
2015-10-25 13:52:00,76,False
2015-10-25 14:00:00,43,False
2015-10-25 14:08:00,43,False
2015-10-25 14:16:00,11,False
2015-10-25 14:24:00,11,False
2015-10-25 14:32:00,32,False
2015-10-25 14:40:00,21,False
2015-10-25 14:48:00,0,False
2015-10-25 14:56:00,10,False
2015-10-25 15:04:00,11,False
2015-10-25 15:12:00,0,False
2015-10-25 15:20:00,0,False
2015-10-25 15:28:00,10,False
2015-10-25 15:36:00,21,False
2015-10-25 15:44:00,0,False
2015-10-25 15:52:00,0,False
2015-10-25 16:00:00,0,False
2015-11-01 11:04:00,0,False
2015-11-01 11:12:00,0,False
2015-11-01 11:20:00,24,False
2015-11-01 11:28:00,0,False
2015-11-01 11:36:00,23,False
2015-11-01 11:44:00,0,False
2015-11-01 11:52:00,0,False
2015-11-01 12:00:00,0,False
2015-11-01 12:08:00,0,False
2015-11-01 12:16:00,22,False
2015-11-01 12:24:00,0,False
2015-11-01 12:32:00,22,False
2015-11-01 12:40:00,0,False
2015-11-01 12:48:00,0,False
2015-11-01 12:56:00,0,False
2015-11-01 13:04:00,41,False
2015-11-01 13:12:00,41,False
2015-11-01 13:20:00,0,False
2015-11-01 13:28:00,40,False
2015-11-01 13:36:00,100,False
2015-11-01 13:44:00,20,False
2015-11-01 13:52:00,99,False
2015-11-01 14:00:00,20,False
2015-11-01 14:08:00,78,False
2015-11-01 14:16:00,77,False
2015-11-01 14:24:00,77,False
2015-11-01 14:32:00,57,False
2015-11-01 14:40:00,38,False
2015-11-01 14:48:00,75,False
2015-11-01 14:56:00,38,False
2015-11-01 15:04:00,37,False
2015-11-01 15:12:00,0,False
2015-11-01 15:20:00,37,False
2015-11-01 15:28:00,18,False
2015-11-01 15:36:00,18,False
2015-11-01 15:44:00,37,False
2015-11-01 15:52:00,18,False
2015-11-01 16:00:00,18,False
2015-11-01 16:08:00,0,False
2015-11-01 16:16:00,54,False
2015-11-01 16:24:00,18,False
2015-11-01 16:32:00,18,False
2015-11-01 16:40:00,36,False
2015-11-01 16:48:00,0,False
2015-11-01 16:56:00,36,False
2015-11-07 13:04:00,0,False
2015-11-07 13:12:00,0,False
2015-11-07 13:20:00,0,False
2015-11-07 13:28:00,0,False
2015-11-07 13:36:00,35,False
2015-11-07 13:44:00,35,False
2015-11-07 13:52:00,69,False
2015-11-07 14:00:00,35,False
2015-11-07 14:08:00,34,False
2015-11-07 14:16:00,68,False
2015-11-07 14:24:00,34,False
2015-11-07 14:32:00,34,False
2015-11-07 14:40:00,34,False
2015-11-07 14:48:00,100,False
2015-11-07 14:56:00,0,False
2015-11-07 15:04:00,67,False
2015-11-07 15:12:00,0,False
2015-11-07 15:20:00,33,False
2015-11-07 15:28:00,0,False
2015-11-07 15:36:00,0,False
2015-11-07 15:44:00,33,False
2015-11-07 15:52:00,0,False
2015-11-07 16:00:00,0,False
2015-11-07 16:08:00,32,False
2015-11-07 16:16:00,97,False
2015-11-07 16:24:00,65,False
2015-11-07 16:32:00,33,False
2015-11-07 16:40:00,33,False
2015-11-07 16:48:00,64,False
2015-11-07 16:56:00,32,False
2015-11-07 17:04:00,98,False
2015-11-07 17:12:00,0,False
2015-11-07 17:20:00,0,False
2015-11-07 17:28:00,33,False
2015-11-07 17:36:00,66,False
2015-11-07 17:44:00,0,False
2015-11-07 17:52:00,66,False
2015-11-07 18:00:00,67,False
2015-11-07 18:08:00,34,False
2015-11-07 18:16:00,68,False
2015-11-07 18:24:00,0,False
2015-11-07 18:32:00,69,False
2015-11-07 18:40:00,0,False
2015-11-07 18:48:00,0,False
2015-11-07 18:56:00,71,False
2015-11-23 18:00:00,29,False
2015-11-23 18:08:00,0,False
2015-11-23 18:16:00,0,False
2015-11-23 18:24:00,15,False
2015-11-23 18:32:00,15,False
2015-11-23 18:40:00,15,False
2015-11-23 18:48:00,0,False
2015-11-23 18:56:00,30,False
2015-11-23 19:04:00,15,False
2015-11-23 19:12:00,30,False
2015-11-23 19:20:00,15,False
2015-11-23 19:28:00,0,False
2015-11-23 19:36:00,45,False
2015-11-23 19:44:00,15,False
2015-11-23 19:52:00,15,False
2015-11-23 20:00:00,31,False
2015-11-23 20:08:00,16,False
2015-11-23 20:16:00,47,False
2015-11-23 20:24:00,16,False
2015-11-23 20:32:00,65,False
2015-11-23 20:40:00,16,False
2015-11-23 20:48:00,0,False
2015-11-23 20:56:00,17,False
2015-11-23 21:04:00,17,False
2015-11-23 21:12:00,34,False
2015-11-23 21:20:00,18,False
2015-11-23 21:28:00,18,False
2015-11-23 21:36:00,54,False
2015-11-23 21:44:00,36,False
2015-11-23 21:52:00,94,False
2015-11-23 22:00:00,19,False
2015-11-23 22:08:00,19,False
2015-11-23 22:16:00,100,False
2015-11-23 22:24:00,0,False
2015-11-23 22:32:00,21,False
2015-11-23 22:40:00,42,False
2015-11-23 22:48:00,0,False
2015-11-23 22:56:00,0,False
2015-11-23 23:04:00,0,False
2015-11-23 23:12:00,0,False
2015-11-23 23:20:00,47,False
2015-11-23 23:28:00,0,False
2015-11-23 23:36:00,25,False
2015-11-23 23:44:00,0,False
2015-11-23 23:52:00,0,False
2015-11-24 00:00:00,0,False
2015-11-28 13:04:00,16,False
2015-11-28 13:12:00,0,False
2015-11-28 13:20:00,0,False
2015-11-28 13:28:00,0,False
2015-11-28 13:36:00,0,False
2015-11-28 13:44:00,0,False
2015-11-28 13:52:00,0,False
2015-11-28 14:00:00,15,False
2015-11-28 14:08:00,15,False
2015-11-28 14:16:00,0,False
2015-11-28 14:24:00,15,False
2015-11-28 14:32:00,0,False
2015-11-28 14:40:00,0,False
2015-11-28 14:48:00,0,False
2015-11-28 14:56:00,0,False
2015-11-28 15:04:00,44,False
2015-11-28 15:12:00,0,False
2015-11-28 15:20:00,29,False
2015-11-28 15:28:00,14,False
2015-11-28 15:36:00,0,False
2015-11-28 15:44:00,14,False
2015-11-28 15:52:00,14,False
2015-11-28 16:00:00,14,False
2015-11-28 16:08:00,14,False
2015-11-28 16:16:00,28,False
2015-11-28 16:24:00,29,False
2015-11-28 16:32:00,29,False
2015-11-28 16:40:00,57,False
2015-11-28 16:48:00,29,False
2015-11-28 16:56:00,14,False
2015-11-28 17:04:00,100,False
2015-11-28 17:12:00,14,False
2015-11-28 17:20:00,14,False
2015-11-28 17:28:00,58,False
2015-11-28 17:36:00,0,False
2015-11-28 17:44:00,0,False
2015-11-28 17:52:00,0,False
2015-11-28 18:00:00,15,False
2015-11-28 18:08:00,30,False
2015-11-28 18:16:00,74,False
2015-11-28 18:24:00,15,False
2015-11-28 18:32:00,15,False
2015-11-28 18:40:00,15,False
2015-11-28 18:48:00,0,False
2015-11-28 18:56:00,15,False
2015-12-05 13:04:00,0,False
2015-12-05 13:12:00,0,False
2015-12-05 13:20:00,27,False
2015-12-05 13:28:00,27,False
2015-12-05 13:36:00,0,False
2015-12-05 13:44:00,53,False
2015-12-05 13:52:00,0,False
2015-12-05 14:00:00,0,False
2015-12-05 14:08:00,26,False
2015-12-05 14:16:00,26,False
2015-12-05 14:24:00,0,False
2015-12-05 14:32:00,26,False
2015-12-05 14:40:00,26,False
2015-12-05 14:48:00,25,False
2015-12-05 14:56:00,25,False
2015-12-05 15:04:00,0,False
2015-12-05 15:12:00,25,False
2015-12-05 15:20:00,25,False
2015-12-05 15:28:00,0,False
2015-12-05 15:36:00,100,False
2015-12-05 15:44:00,74,False
2015-12-05 15:52:00,25,False
2015-12-05 16:00:00,25,False
2015-12-05 16:08:00,50,False
2015-12-05 16:16:00,0,False
2015-12-05 16:24:00,49,False
2015-12-05 16:32:00,0,False
2015-12-05 16:40:00,25,False
2015-12-05 16:48:00,49,False
2015-12-05 16:56:00,25,False
2015-12-05 17:04:00,50,False
2015-12-05 17:12:00,75,False
2015-12-05 17:20:00,0,False
2015-12-05 17:28:00,0,False
2015-12-05 17:36:00,25,False
2015-12-05 17:44:00,51,False
2015-12-05 17:52:00,25,False
2015-12-05 18:00:00,26,False
2015-12-05 18:08:00,52,False
2015-12-05 18:16:00,0,False
2015-12-05 18:24:00,26,False
2015-12-05 18:32:00,80,False
2015-12-05 18:40:00,0,False
2015-12-05 18:48:00,80,False
2015-12-05 18:56:00,27,False
2015-12-12 13:04:00,0,False
2015-12-12 13:12:00,22,False
2015-12-12 13:20:00,22,False
2015-12-12 13:28:00,44,False
2015-12-12 13:36:00,0,False
2015-12-12 13:44:00,0,False
2015-12-12 13:52:00,22,False
2015-12-12 14:00:00,21,False
2015-12-12 14:08:00,21,False
2015-12-12 14:16:00,21,False
2015-12-12 14:24:00,63,False
2015-12-12 14:32:00,0,False
2015-12-12 14:40:00,21,False
2015-12-12 14:48:00,0,False
2015-12-12 14:56:00,20,False
2015-12-12 15:04:00,0,False
2015-12-12 15:12:00,0,False
2015-12-12 15:20:00,0,False
2015-12-12 15:28:00,41,False
2015-12-12 15:36:00,20,False
2015-12-12 15:44:00,100,False
2015-12-12 15:52:00,0,False
2015-12-12 16:00:00,40,False
2015-12-12 16:08:00,40,False
2015-12-12 16:16:00,40,False
2015-12-12 16:24:00,20,False
2015-12-12 16:32:00,20,False
2015-12-12 16:40:00,61,False
2015-12-12 16:48:00,20,False
2015-12-12 16:56:00,60,False
2015-12-12 17:04:00,0,False
2015-12-12 17:12:00,40,False
2015-12-12 17:20:00,20,False
2015-12-12 17:28:00,21,False
2015-12-12 17:36:00,0,False
2015-12-12 17:44:00,41,False
2015-12-12 17:52:00,0,False
2015-12-12 18:00:00,21,False
2015-12-12 18:08:00,21,False
2015-12-12 18:16:00,0,False
2015-12-12 18:24:00,0,False
2015-12-12 18:32:00,0,False
2015-12-12 18:40:00,21,False
2015-12-12 18:48:00,43,False
2015-12-12 18:56:00,0,False
2015-12-19 13:04:00,32,False
2015-12-19 13:12:00,16,False
2015-12-19 13:20:00,62,False
2015-12-19 13:28:00,46,False
2015-12-19 13:36:00,46,False
2015-12-19 13:44:00,0,False
2015-12-19 13:52:00,30,False
2015-12-19 14:00:00,45,False
2015-12-19 14:08:00,15,False
2015-12-19 14:16:00,0,False
2015-12-19 14:24:00,29,False
2015-12-19 14:32:00,29,False
2015-12-19 14:40:00,29,False
2015-12-19 14:48:00,14,False
2015-12-19 14:56:00,85,False
2015-12-19 15:04:00,43,False
2015-12-19 15:12:00,70,False
2015-12-19 15:20:00,42,False
2015-12-19 15:28:00,42,False
2015-12-19 15:36:00,28,False
2015-12-19 15:44:00,28,False
2015-12-19 15:52:00,41,False
2015-12-19 16:00:00,0,False
2015-12-19 16:08:00,83,False
2015-12-19 16:16:00,55,False
2015-12-19 16:24:00,56,False
2015-12-19 16:32:00,83,False
2015-12-19 16:40:00,42,False
2015-12-19 16:48:00,55,False
2015-12-19 16:56:00,69,False
2015-12-19 17:04:00,42,False
2015-12-19 17:12:00,28,False
2015-12-19 17:20:00,28,False
2015-12-19 17:28:00,14,False
2015-12-19 17:36:00,14,False
2015-12-19 17:44:00,14,False
2015-12-19 17:52:00,100,False
2015-12-19 18:00:00,14,False
2015-12-19 18:08:00,73,False
2015-12-19 18:16:00,15,False
2015-12-19 18:24:00,15,False
2015-12-19 18:32:00,30,False
2015-12-19 18:40:00,30,False
2015-12-19 18:48:00,0,False
2015-12-19 18:56:00,0,False
2015-12-26 13:04:00,39,False
2015-12-26 13:12:00,77,False
2015-12-26 13:20:00,0,False
2015-12-26 13:28:00,0,False
2015-12-26 13:36:00,56,False
2015-12-26 13:44:00,19,False
2015-12-26 13:52:00,0,False
2015-12-26 14:00:00,55,False
2015-12-26 14:08:00,18,False
2015-12-26 14:16:00,0,False
2015-12-26 14:24:00,0,False
2015-12-26 14:32:00,18,False
2015-12-26 14:40:00,17,False
2015-12-26 14:48:00,35,False
2015-12-26 14:56:00,69,False
2015-12-26 15:04:00,34,False
2015-12-26 15:12:00,34,False
2015-12-26 15:20:00,34,False
2015-12-26 15:28:00,17,False
2015-12-26 15:36:00,51,False
2015-12-26 15:44:00,50,False
2015-12-26 15:52:00,33,False
2015-12-26 16:00:00,100,False
2015-12-26 16:08:00,50,False
2015-12-26 16:16:00,33,False
2015-12-26 16:24:00,50,False
2015-12-26 16:32:00,50,False
2015-12-26 16:40:00,50,False
2015-12-26 16:48:00,50,False
2015-12-26 16:56:00,33,False
2015-12-26 17:04:00,33,False
2015-12-26 17:12:00,50,False
2015-12-26 17:20:00,17,False
2015-12-26 17:28:00,0,False
2015-12-26 17:36:00,51,False
2015-12-26 17:44:00,17,False
2015-12-26 17:52:00,17,False
2015-12-26 18:00:00,34,False
2015-12-26 18:08:00,86,False
2015-12-26 18:16:00,17,False
2015-12-26 18:24:00,35,False
2015-12-26 18:32:00,35,False
2015-12-26 18:40:00,18,False
2015-12-26 18:48:00,0,False
2015-12-26 18:56:00,0,False
2015-12-30 17:04:00,15,False
2015-12-30 17:12:00,0,False
2015-12-30 17:20:00,0,False
2015-12-30 17:28:00,23,False
2015-12-30 17:36:00,31,False
2015-12-30 17:44:00,0,False
2015-12-30 17:52:00,31,False
2015-12-30 18:00:00,16,False
2015-12-30 18:08:00,0,False
