date,Leicester City Football Club,isPartial
2015-12-05 14:48:00,25,False
2015-12-05 14:56:00,18,False
2015-12-05 15:04:00,37,False
2015-12-05 15:12:00,24,False
2015-12-05 15:20:00,36,False
2015-12-05 15:28:00,54,False
2015-12-05 15:36:00,36,False
2015-12-05 15:44:00,30,False
2015-12-05 15:52:00,24,False
2015-12-05 16:00:00,71,False
2015-12-05 16:08:00,18,False
2015-12-05 16:16:00,36,False
2015-12-05 16:24:00,71,False
2015-12-05 16:32:00,36,False
2015-12-05 16:40:00,30,False
2015-12-05 16:48:00,100,False
2015-12-05 16:56:00,82,False
2015-12-05 17:04:00,24,False
2015-12-05 17:12:00,78,False
2015-12-05 17:20:00,54,False
2015-12-05 17:28:00,36,False
2015-12-05 17:36:00,24,False
2015-12-05 17:44:00,31,False
2015-12-05 17:52:00,18,False
2015-12-05 18:00:00,37,False
2015-12-05 18:08:00,31,False
2015-12-05 18:16:00,19,False
2015-12-05 18:24:00,13,False
2015-12-05 18:32:00,38,False
2015-12-05 18:40:00,6,False
2015-12-05 18:48:00,19,False
2015-12-05 18:56:00,64,False
2015-12-14 18:00:00,9,False
2015-12-14 18:08:00,10,False
2015-12-14 18:16:00,7,False
2015-12-14 18:24:00,3,False
2015-12-14 18:32:00,5,False
2015-12-14 18:40:00,5,False
2015-12-14 18:48:00,7,False
2015-12-14 18:56:00,5,False
2015-12-14 19:04:00,4,False
2015-12-14 19:12:00,2,False
2015-12-14 19:20:00,9,False
2015-12-14 19:28:00,11,False
2015-12-14 19:36:00,14,False
2015-12-14 19:44:00,7,False
2015-12-14 19:52:00,16,False
2015-12-14 20:00:00,24,False
2015-12-14 20:08:00,28,False
2015-12-14 20:16:00,21,False
2015-12-14 20:24:00,24,False
2015-12-14 20:32:00,59,False
2015-12-14 20:40:00,40,False
2015-12-14 20:48:00,13,False
2015-12-14 20:56:00,29,False
2015-12-14 21:04:00,80,False
2015-12-14 21:12:00,40,False
2015-12-14 21:20:00,43,False
2015-12-14 21:28:00,46,False
2015-12-14 21:36:00,68,False
2015-12-14 21:44:00,45,False
2015-12-14 21:52:00,100,False
2015-12-14 22:00:00,69,False
2015-12-14 22:08:00,53,False
2015-12-14 22:16:00,33,False
2015-12-14 22:24:00,31,False
2015-12-14 22:32:00,46,False
2015-12-14 22:40:00,35,False
2015-12-14 22:48:00,25,False
2015-12-14 22:56:00,29,False
2015-12-14 23:04:00,16,False
2015-12-14 23:12:00,19,False
2015-12-14 23:20:00,17,False
2015-12-14 23:28:00,23,False
2015-12-14 23:36:00,9,False
2015-12-14 23:44:00,3,False
2015-12-14 23:52:00,23,False
2015-12-15 00:00:00,12,False
2015-12-19 13:04:00,8,False
2015-12-19 13:12:00,0,False
2015-12-19 13:20:00,10,False
2015-12-19 13:28:00,8,False
2015-12-19 13:36:00,10,False
2015-12-19 13:44:00,12,False
2015-12-19 13:52:00,7,False
2015-12-19 14:00:00,15,False
2015-12-19 14:08:00,10,False
2015-12-19 14:16:00,12,False
2015-12-19 14:24:00,5,False
2015-12-19 14:32:00,5,False
2015-12-19 14:40:00,5,False
2015-12-19 14:48:00,5,False
2015-12-19 14:56:00,19,False
2015-12-19 15:04:00,26,False
2015-12-19 15:12:00,37,False
2015-12-19 15:20:00,25,False
2015-12-19 15:28:00,75,False
2015-12-19 15:36:00,41,False
2015-12-19 15:44:00,59,False
2015-12-19 15:52:00,43,False
2015-12-19 16:00:00,45,False
2015-12-19 16:08:00,50,False
2015-12-19 16:16:00,59,False
2015-12-19 16:24:00,80,False
2015-12-19 16:32:00,68,False
2015-12-19 16:40:00,100,False
2015-12-19 16:48:00,86,False
2015-12-19 16:56:00,88,False
2015-12-19 17:04:00,71,False
2015-12-19 17:12:00,71,False
2015-12-19 17:20:00,50,False
2015-12-19 17:28:00,51,False
2015-12-19 17:36:00,39,False
2015-12-19 17:44:00,37,False
2015-12-19 17:52:00,49,False
2015-12-19 18:00:00,12,False
2015-12-19 18:08:00,50,False
2015-12-19 18:16:00,17,False
2015-12-19 18:24:00,46,False
2015-12-19 18:32:00,29,False
2015-12-19 18:40:00,39,False
2015-12-19 18:48:00,36,False
2015-12-19 18:56:00,34,False
2015-12-26 13:04:00,22,False
2015-12-26 13:12:00,12,False
2015-12-26 13:20:00,12,False
2015-12-26 13:28:00,27,False
2015-12-26 13:36:00,24,False
2015-12-26 13:44:00,15,False
2015-12-26 13:52:00,23,False
2015-12-26 14:00:00,32,False
2015-12-26 14:08:00,32,False
2015-12-26 14:16:00,25,False
2015-12-26 14:24:00,31,False
2015-12-26 14:32:00,36,False
2015-12-26 14:40:00,36,False
2015-12-26 14:48:00,58,False
2015-12-26 14:56:00,52,False
2015-12-26 15:04:00,79,False
2015-12-26 15:12:00,78,False
2015-12-26 15:20:00,73,False
2015-12-26 15:28:00,70,False
2015-12-26 15:36:00,69,False
2015-12-26 15:44:00,61,False
2015-12-26 15:52:00,45,False
2015-12-26 16:00:00,53,False
2015-12-26 16:08:00,84,False
2015-12-26 16:16:00,84,False
2015-12-26 16:24:00,79,False
2015-12-26 16:32:00,100,False
2015-12-26 16:40:00,84,False
2015-12-26 16:48:00,84,False
2015-12-26 16:56:00,70,False
2015-12-26 17:04:00,52,False
2015-12-26 17:12:00,34,False
2015-12-26 17:20:00,37,False
2015-12-26 17:28:00,29,False
2015-12-26 17:36:00,32,False
2015-12-26 17:44:00,40,False
2015-12-26 17:52:00,51,False
2015-12-26 18:00:00,19,False
2015-12-26 18:08:00,30,False
2015-12-26 18:16:00,54,False
2015-12-26 18:24:00,22,False
2015-12-26 18:32:00,38,False
2015-12-26 18:40:00,30,False
2015-12-26 18:48:00,19,False
2015-12-26 18:56:00,33,False
2015-12-29 17:04:00,11,False
2015-12-29 17:12:00,11,False
2015-12-29 17:20:00,11,False
2015-12-29 17:28:00,10,False
2015-12-29 17:36:00,13,False
2015-12-29 17:44:00,8,False
2015-12-29 17:52:00,8,False
