date,Crystal Palace Football Club,isPartial
2015-10-03 14:24:00,15,False
2015-10-03 14:32:00,31,False
2015-10-03 14:40:00,0,False
2015-10-03 14:48:00,15,False
2015-10-03 14:56:00,31,False
2015-10-03 15:04:00,31,False
2015-10-03 15:12:00,0,False
2015-10-03 15:20:00,30,False
2015-10-03 15:28:00,15,False
2015-10-03 15:36:00,0,False
2015-10-03 15:44:00,30,False
2015-10-03 15:52:00,0,False
2015-10-03 16:00:00,30,False
2015-10-17 13:04:00,0,False
2015-10-17 13:12:00,35,False
2015-10-17 13:20:00,0,False
2015-10-17 13:28:00,34,False
2015-10-17 13:36:00,0,False
2015-10-17 13:44:00,0,False
2015-10-17 13:52:00,0,False
2015-10-17 14:00:00,66,False
2015-10-17 14:08:00,33,False
2015-10-17 14:16:00,33,False
2015-10-17 14:24:00,32,False
2015-10-17 14:32:00,32,False
2015-10-17 14:40:00,32,False
2015-10-17 14:48:00,96,False
2015-10-17 14:56:00,64,False
2015-10-17 15:04:00,97,False
2015-10-17 15:12:00,64,False
2015-10-17 15:20:00,32,False
2015-10-17 15:28:00,32,False
2015-10-17 15:36:00,96,False
2015-10-17 15:44:00,0,False
2015-10-17 15:52:00,0,False
2015-10-17 16:00:00,0,False
2015-10-17 16:08:00,0,False
2015-10-17 16:16:00,0,False
2015-10-17 16:24:00,0,False
2015-10-17 16:32:00,0,False
2015-10-17 16:40:00,33,False
2015-10-17 16:48:00,0,False
2015-10-17 16:56:00,65,False
2015-10-17 17:04:00,0,False
2015-10-17 17:12:00,33,False
2015-10-17 17:20:00,33,False
2015-10-17 17:28:00,0,False
2015-10-17 17:36:00,100,False
2015-10-17 17:44:00,0,False
2015-10-17 17:52:00,0,False
2015-10-17 18:00:00,34,False
2015-10-17 18:08:00,0,False
2015-10-17 18:16:00,34,False
2015-10-17 18:24:00,0,False
2015-10-17 18:32:00,0,False
2015-10-17 18:40:00,0,False
2015-10-17 18:48:00,35,False
2015-10-17 18:56:00,36,False
2015-10-24 13:04:00,0,False
2015-10-24 13:12:00,54,False
2015-10-24 13:20:00,0,False
2015-10-24 13:28:00,0,False
2015-10-24 13:36:00,26,False
2015-10-24 13:44:00,0,False
2015-10-24 13:52:00,0,False
2015-10-24 14:00:00,0,False
2015-10-24 14:08:00,51,False
2015-10-24 14:16:00,25,False
2015-10-24 14:24:00,25,False
2015-10-24 14:32:00,0,False
2015-10-24 14:40:00,50,False
2015-10-24 14:48:00,25,False
2015-10-24 14:56:00,0,False
2015-10-24 15:04:00,25,False
2015-10-24 15:12:00,0,False
2015-10-24 15:20:00,25,False
2015-10-24 15:28:00,49,False
2015-10-24 15:36:00,0,False
2015-10-24 15:44:00,0,False
2015-10-24 15:52:00,0,False
2015-10-24 16:00:00,24,False
2015-10-24 16:08:00,74,False
2015-10-24 16:16:00,25,False
2015-10-24 16:24:00,0,False
2015-10-24 16:32:00,0,False
2015-10-24 16:40:00,100,False
2015-10-24 16:48:00,25,False
2015-10-24 16:56:00,25,False
2015-10-24 17:04:00,0,False
2015-10-24 17:12:00,0,False
2015-10-24 17:20:00,0,False
2015-10-24 17:28:00,25,False
2015-10-24 17:36:00,0,False
2015-10-24 17:44:00,77,False
2015-10-24 17:52:00,0,False
2015-10-24 18:00:00,0,False
2015-10-24 18:08:00,0,False
2015-10-24 18:16:00,53,False
2015-10-24 18:24:00,26,False
2015-10-24 18:32:00,0,False
2015-10-24 18:40:00,80,False
2015-10-24 18:48:00,0,False
2015-10-24 18:56:00,0,False
2015-10-31 13:04:00,0,False
2015-10-31 13:12:00,0,False
2015-10-31 13:20:00,0,False
2015-10-31 13:28:00,14,False
2015-10-31 13:36:00,0,False
2015-10-31 13:44:00,0,False
2015-10-31 13:52:00,13,False
2015-10-31 14:00:00,0,False
2015-10-31 14:08:00,0,False
2015-10-31 14:16:00,13,False
2015-10-31 14:24:00,0,False
2015-10-31 14:32:00,13,False
2015-10-31 14:40:00,51,False
2015-10-31 14:48:00,50,False
2015-10-31 14:56:00,38,False
2015-10-31 15:04:00,38,False
2015-10-31 15:12:00,88,False
2015-10-31 15:20:00,38,False
2015-10-31 15:28:00,50,False
2015-10-31 15:36:00,13,False
2015-10-31 15:44:00,37,False
2015-10-31 15:52:00,0,False
2015-10-31 16:00:00,75,False
2015-10-31 16:08:00,38,False
2015-10-31 16:16:00,100,False
2015-10-31 16:24:00,13,False
2015-10-31 16:32:00,13,False
2015-10-31 16:40:00,25,False
2015-10-31 16:48:00,37,False
2015-10-31 16:56:00,25,False
2015-10-31 17:04:00,25,False
2015-10-31 17:12:00,13,False
2015-10-31 17:20:00,0,False
2015-10-31 17:28:00,0,False
2015-10-31 17:36:00,0,False
2015-10-31 17:44:00,0,False
2015-10-31 17:52:00,13,False
2015-10-31 18:00:00,0,False
2015-10-31 18:08:00,0,False
2015-10-31 18:16:00,27,False
2015-10-31 18:24:00,13,False
2015-10-31 18:32:00,14,False
2015-10-31 18:40:00,14,False
2015-10-31 18:48:00,0,False
2015-10-31 18:56:00,0,False
2015-11-08 14:00:00,0,False
2015-11-08 14:08:00,18,False
2015-11-08 14:16:00,36,False
2015-11-08 14:24:00,18,False
2015-11-08 14:32:00,71,False
2015-11-08 14:40:00,0,False
2015-11-08 14:48:00,18,False
2015-11-08 14:56:00,18,False
2015-11-08 15:04:00,0,False
2015-11-08 15:12:00,53,False
2015-11-08 15:20:00,17,False
2015-11-08 15:28:00,0,False
2015-11-08 15:36:00,35,False
2015-11-08 15:44:00,69,False
2015-11-08 15:52:00,68,False
2015-11-08 16:00:00,51,False
2015-11-08 16:08:00,68,False
2015-11-08 16:16:00,51,False
2015-11-08 16:24:00,68,False
2015-11-08 16:32:00,0,False
2015-11-08 16:40:00,34,False
2015-11-08 16:48:00,34,False
2015-11-08 16:56:00,34,False
2015-11-08 17:04:00,51,False
2015-11-08 17:12:00,34,False
2015-11-08 17:20:00,51,False
2015-11-08 17:28:00,34,False
2015-11-08 17:36:00,0,False
2015-11-08 17:44:00,51,False
2015-11-08 17:52:00,100,False
2015-11-08 18:00:00,51,False
2015-11-08 18:08:00,17,False
2015-11-08 18:16:00,69,False
2015-11-08 18:24:00,0,False
2015-11-08 18:32:00,52,False
2015-11-08 18:40:00,35,False
2015-11-08 18:48:00,34,False
2015-11-08 18:56:00,17,False
2015-11-08 19:04:00,35,False
2015-11-08 19:12:00,0,False
2015-11-08 19:20:00,0,False
2015-11-08 19:28:00,18,False
2015-11-08 19:36:00,18,False
2015-11-08 19:44:00,0,False
2015-11-08 19:52:00,18,False
2015-11-08 20:00:00,0,False
2015-11-23 18:00:00,26,False
2015-11-23 18:08:00,0,False
2015-11-23 18:16:00,26,False
2015-11-23 18:24:00,39,False
2015-11-23 18:32:00,39,False
2015-11-23 18:40:00,0,False
2015-11-23 18:48:00,39,False
2015-11-23 18:56:00,0,False
2015-11-23 19:04:00,27,False
2015-11-23 19:12:00,27,False
2015-11-23 19:20:00,27,False
2015-11-23 19:28:00,0,False
2015-11-23 19:36:00,27,False
2015-11-23 19:44:00,67,False
2015-11-23 19:52:00,41,False
2015-11-23 20:00:00,14,False
2015-11-23 20:08:00,69,False
2015-11-23 20:16:00,56,False
2015-11-23 20:24:00,28,False
2015-11-23 20:32:00,100,False
2015-11-23 20:40:00,29,False
2015-11-23 20:48:00,43,False
2015-11-23 20:56:00,15,False
2015-11-23 21:04:00,15,False
2015-11-23 21:12:00,30,False
2015-11-23 21:20:00,0,False
2015-11-23 21:28:00,31,False
2015-11-23 21:36:00,48,False
2015-11-23 21:44:00,0,False
2015-11-23 21:52:00,16,False
2015-11-23 22:00:00,17,False
2015-11-23 22:08:00,0,False
2015-11-23 22:16:00,18,False
2015-11-23 22:24:00,0,False
2015-11-23 22:32:00,0,False
2015-11-23 22:40:00,19,False
2015-11-23 22:48:00,0,False
2015-11-23 22:56:00,0,False
2015-11-23 23:04:00,20,False
2015-11-23 23:12:00,20,False
2015-11-23 23:20:00,21,False
2015-11-23 23:28:00,0,False
2015-11-23 23:36:00,0,False
2015-11-23 23:44:00,22,False
2015-11-23 23:52:00,44,False
2015-11-24 00:00:00,0,False
2015-11-28 13:04:00,0,False
2015-11-28 13:12:00,35,False
2015-11-28 13:20:00,34,False
2015-11-28 13:28:00,34,False
2015-11-28 13:36:00,0,False
2015-11-28 13:44:00,34,False
2015-11-28 13:52:00,33,False
2015-11-28 14:00:00,66,False
2015-11-28 14:08:00,33,False
2015-11-28 14:16:00,0,False
2015-11-28 14:24:00,65,False
2015-11-28 14:32:00,32,False
2015-11-28 14:40:00,32,False
2015-11-28 14:48:00,0,False
2015-11-28 14:56:00,0,False
2015-11-28 15:04:00,0,False
2015-11-28 15:12:00,31,False
2015-11-28 15:20:00,62,False
2015-11-28 15:28:00,31,False
2015-11-28 15:36:00,31,False
2015-11-28 15:44:00,62,False
2015-11-28 15:52:00,0,False
2015-11-28 16:00:00,92,False
2015-11-28 16:08:00,0,False
2015-11-28 16:16:00,31,False
2015-11-28 16:24:00,0,False
2015-11-28 16:32:00,62,False
2015-11-28 16:40:00,93,False
2015-11-28 16:48:00,31,False
2015-11-28 16:56:00,0,False
2015-11-28 17:04:00,0,False
2015-11-28 17:12:00,92,False
2015-11-28 17:20:00,0,False
2015-11-28 17:28:00,31,False
2015-11-28 17:36:00,31,False
2015-11-28 17:44:00,0,False
2015-11-28 17:52:00,32,False
2015-11-28 18:00:00,0,False
2015-11-28 18:08:00,64,False
2015-11-28 18:16:00,32,False
2015-11-28 18:24:00,32,False
2015-11-28 18:32:00,0,False
2015-11-28 18:40:00,0,False
2015-11-28 18:48:00,66,False
2015-11-28 18:56:00,100,False
2015-12-07 18:00:00,23,False
2015-12-07 18:08:00,45,False
2015-12-07 18:16:00,0,False
2015-12-07 18:24:00,45,False
2015-12-07 18:32:00,0,False
2015-12-07 18:40:00,68,False
2015-12-07 18:48:00,46,False
2015-12-07 18:56:00,23,False
2015-12-07 19:04:00,23,False
2015-12-07 19:12:00,0,False
2015-12-07 19:20:00,23,False
2015-12-07 19:28:00,45,False
2015-12-07 19:36:00,23,False
2015-12-07 19:44:00,23,False
2015-12-07 19:52:00,0,False
2015-12-07 20:00:00,48,False
2015-12-07 20:08:00,24,False
2015-12-07 20:16:00,25,False
2015-12-07 20:24:00,49,False
2015-12-07 20:32:00,100,False
2015-12-07 20:40:00,50,False
2015-12-07 20:48:00,25,False
2015-12-07 20:56:00,0,False
2015-12-07 21:04:00,53,False
2015-12-07 21:12:00,27,False
2015-12-07 21:20:00,54,False
2015-12-07 21:28:00,55,False
2015-12-07 21:36:00,28,False
2015-12-07 21:44:00,57,False
2015-12-07 21:52:00,29,False
2015-12-07 22:00:00,0,False
2015-12-07 22:08:00,61,False
2015-12-07 22:16:00,62,False
2015-12-07 22:24:00,32,False
2015-12-07 22:32:00,0,False
2015-12-07 22:40:00,66,False
2015-12-07 22:48:00,0,False
2015-12-07 22:56:00,68,False
2015-12-07 23:04:00,0,False
2015-12-07 23:12:00,36,False
2015-12-07 23:20:00,36,False
2015-12-07 23:28:00,0,False
2015-12-07 23:36:00,0,False
2015-12-07 23:44:00,0,False
2015-12-07 23:52:00,38,False
2015-12-08 00:00:00,0,False
2015-12-12 13:04:00,0,False
2015-12-12 13:12:00,70,False
2015-12-12 13:20:00,35,False
2015-12-12 13:28:00,0,False
2015-12-12 13:36:00,34,False
2015-12-12 13:44:00,34,False
2015-12-12 13:52:00,0,False
2015-12-12 14:00:00,0,False
2015-12-12 14:08:00,0,False
2015-12-12 14:16:00,33,False
2015-12-12 14:24:00,0,False
2015-12-12 14:32:00,33,False
2015-12-12 14:40:00,0,False
2015-12-12 14:48:00,0,False
2015-12-12 14:56:00,0,False
2015-12-12 15:04:00,96,False
2015-12-12 15:12:00,64,False
2015-12-12 15:20:00,63,False
2015-12-12 15:28:00,32,False
2015-12-12 15:36:00,95,False
2015-12-12 15:44:00,63,False
2015-12-12 15:52:00,31,False
2015-12-12 16:00:00,31,False
2015-12-12 16:08:00,63,False
2015-12-12 16:16:00,0,False
2015-12-12 16:24:00,31,False
2015-12-12 16:32:00,31,False
2015-12-12 16:40:00,32,False
2015-12-12 16:48:00,62,False
2015-12-12 16:56:00,31,False
2015-12-12 17:04:00,31,False
2015-12-12 17:12:00,31,False
2015-12-12 17:20:00,0,False
2015-12-12 17:28:00,32,False
2015-12-12 17:36:00,0,False
2015-12-12 17:44:00,32,False
2015-12-12 17:52:00,32,False
2015-12-12 18:00:00,32,False
2015-12-12 18:08:00,0,False
2015-12-12 18:16:00,33,False
2015-12-12 18:24:00,0,False
2015-12-12 18:32:00,100,False
2015-12-12 18:40:00,0,False
2015-12-12 18:48:00,0,False
2015-12-12 18:56:00,0,False
2015-12-19 13:04:00,0,False
2015-12-19 13:12:00,22,False
2015-12-19 13:20:00,0,False
2015-12-19 13:28:00,44,False
2015-12-19 13:36:00,0,False
2015-12-19 13:44:00,65,False
2015-12-19 13:52:00,0,False
2015-12-19 14:00:00,64,False
2015-12-19 14:08:00,21,False
2015-12-19 14:16:00,0,False
2015-12-19 14:24:00,21,False
2015-12-19 14:32:00,63,False
2015-12-19 14:40:00,83,False
2015-12-19 14:48:00,0,False
2015-12-19 14:56:00,20,False
2015-12-19 15:04:00,0,False
2015-12-19 15:12:00,40,False
2015-12-19 15:20:00,40,False
2015-12-19 15:28:00,40,False
2015-12-19 15:36:00,40,False
2015-12-19 15:44:00,40,False
2015-12-19 15:52:00,100,False
2015-12-19 16:00:00,20,False
2015-12-19 16:08:00,0,False
2015-12-19 16:16:00,40,False
2015-12-19 16:24:00,100,False
2015-12-19 16:32:00,20,False
2015-12-19 16:40:00,20,False
2015-12-19 16:48:00,60,False
2015-12-19 16:56:00,40,False
2015-12-19 17:04:00,40,False
2015-12-19 17:12:00,40,False
2015-12-19 17:20:00,40,False
2015-12-19 17:28:00,20,False
2015-12-19 17:36:00,41,False
2015-12-19 17:44:00,20,False
2015-12-19 17:52:00,0,False
2015-12-19 18:00:00,0,False
2015-12-19 18:08:00,42,False
2015-12-19 18:16:00,21,False
2015-12-19 18:24:00,42,False
2015-12-19 18:32:00,43,False
2015-12-19 18:40:00,43,False
2015-12-19 18:48:00,64,False
2015-12-19 18:56:00,22,False
2015-12-26 13:04:00,0,False
2015-12-26 13:12:00,57,False
2015-12-26 13:20:00,28,False
2015-12-26 13:28:00,55,False
2015-12-26 13:36:00,55,False
2015-12-26 13:44:00,55,False
2015-12-26 13:52:00,54,False
2015-12-26 14:00:00,27,False
2015-12-26 14:08:00,53,False
2015-12-26 14:16:00,0,False
2015-12-26 14:24:00,0,False
2015-12-26 14:32:00,26,False
2015-12-26 14:40:00,0,False
2015-12-26 14:48:00,0,False
2015-12-26 14:56:00,51,False
2015-12-26 15:04:00,25,False
2015-12-26 15:12:00,50,False
2015-12-26 15:20:00,100,False
2015-12-26 15:28:00,50,False
2015-12-26 15:36:00,25,False
2015-12-26 15:44:00,73,False
2015-12-26 15:52:00,24,False
2015-12-26 16:00:00,73,False
2015-12-26 16:08:00,25,False
2015-12-26 16:16:00,24,False
2015-12-26 16:24:00,49,False
2015-12-26 16:32:00,24,False
2015-12-26 16:40:00,0,False
2015-12-26 16:48:00,24,False
2015-12-26 16:56:00,0,False
2015-12-26 17:04:00,49,False
2015-12-26 17:12:00,98,False
2015-12-26 17:20:00,25,False
2015-12-26 17:28:00,25,False
2015-12-26 17:36:00,0,False
2015-12-26 17:44:00,25,False
2015-12-26 17:52:00,0,False
2015-12-26 18:00:00,50,False
2015-12-26 18:08:00,25,False
2015-12-26 18:16:00,25,False
2015-12-26 18:24:00,51,False
2015-12-26 18:32:00,51,False
2015-12-26 18:40:00,0,False
2015-12-26 18:48:00,51,False
2015-12-26 18:56:00,0,False
2015-12-28 13:04:00,43,False
2015-12-28 13:12:00,42,False
2015-12-28 13:20:00,14,False
2015-12-28 13:28:00,14,False
2015-12-28 13:36:00,14,False
2015-12-28 13:44:00,0,False
