date,Southampton Football Club,isPartial
2015-12-05 13:52:00,0,False
2015-12-05 14:00:00,71,False
2015-12-05 14:08:00,35,False
2015-12-05 14:16:00,17,False
2015-12-05 14:24:00,69,False
2015-12-05 14:32:00,0,False
2015-12-05 14:40:00,52,False
2015-12-05 14:48:00,17,False
2015-12-05 14:56:00,17,False
2015-12-05 15:04:00,0,False
2015-12-05 15:12:00,51,False
2015-12-05 15:20:00,0,False
2015-12-05 15:28:00,34,False
2015-12-05 15:36:00,67,False
2015-12-05 15:44:00,17,False
2015-12-05 15:52:00,33,False
2015-12-05 16:00:00,50,False
2015-12-05 16:08:00,50,False
2015-12-05 16:16:00,17,False
2015-12-05 16:24:00,83,False
2015-12-05 16:32:00,33,False
2015-12-05 16:40:00,67,False
2015-12-05 16:48:00,49,False
2015-12-05 16:56:00,66,False
2015-12-05 17:04:00,100,False
2015-12-05 17:12:00,17,False
2015-12-05 17:20:00,34,False
2015-12-05 17:28:00,68,False
2015-12-05 17:36:00,17,False
2015-12-05 17:44:00,17,False
2015-12-05 17:52:00,86,False
2015-12-05 18:00:00,17,False
2015-12-05 18:08:00,18,False
2015-12-05 18:16:00,0,False
2015-12-05 18:24:00,18,False
2015-12-05 18:32:00,36,False
2015-12-05 18:40:00,18,False
2015-12-05 18:48:00,0,False
2015-12-05 18:56:00,89,False
2015-12-12 13:04:00,0,False
2015-12-12 13:12:00,45,False
2015-12-12 13:20:00,44,False
2015-12-12 13:28:00,22,False
2015-12-12 13:36:00,44,False
2015-12-12 13:44:00,44,False
2015-12-12 13:52:00,22,False
2015-12-12 14:00:00,43,False
2015-12-12 14:08:00,21,False
2015-12-12 14:16:00,0,False
2015-12-12 14:24:00,21,False
2015-12-12 14:32:00,21,False
2015-12-12 14:40:00,21,False
2015-12-12 14:48:00,62,False
2015-12-12 14:56:00,41,False
2015-12-12 15:04:00,0,False
2015-12-12 15:12:00,0,False
2015-12-12 15:20:00,20,False
2015-12-12 15:28:00,0,False
2015-12-12 15:36:00,0,False
2015-12-12 15:44:00,40,False
2015-12-12 15:52:00,0,False
2015-12-12 16:00:00,20,False
2015-12-12 16:08:00,40,False
2015-12-12 16:16:00,20,False
2015-12-12 16:24:00,40,False
2015-12-12 16:32:00,40,False
2015-12-12 16:40:00,61,False
2015-12-12 16:48:00,40,False
2015-12-12 16:56:00,100,False
2015-12-12 17:04:00,40,False
2015-12-12 17:12:00,40,False
2015-12-12 17:20:00,0,False
2015-12-12 17:28:00,21,False
