date,Newcastle United Football Club,Newcastle,isPartial
2015-10-18 20:56:00,0,48,False
2015-10-18 21:04:00,0,47,False
2015-10-18 21:12:00,0,47,False
2015-10-18 21:20:00,0,46,False
2015-10-18 21:28:00,0,56,False
2015-10-18 21:36:00,0,54,False
2015-10-18 21:44:00,0,53,False
2015-10-18 21:52:00,0,49,False
2015-10-18 22:00:00,0,48,False
2015-10-18 22:08:00,0,49,False
2015-10-18 22:16:00,0,43,False
2015-10-18 22:24:00,0,45,False
2015-10-18 22:32:00,0,42,False
2015-10-18 22:40:00,0,42,False
2015-10-18 22:48:00,0,35,False
2015-10-18 22:56:00,0,39,False
2015-10-25 01:04:00,0,16,False
2015-10-25 01:12:00,0,16,False
2015-10-25 01:20:00,0,15,False
2015-10-25 01:28:00,0,15,False
2015-10-25 01:36:00,0,16,False
2015-10-25 01:44:00,0,14,False
2015-10-25 01:52:00,0,15,False
2015-10-25 02:00:00,0,14,False
2015-10-25 02:08:00,0,16,False
2015-10-25 02:16:00,0,16,False
2015-10-25 02:24:00,0,16,False
2015-10-25 02:32:00,0,16,False
2015-10-25 02:40:00,0,16,False
2015-10-25 02:48:00,0,17,False
2015-10-25 02:56:00,0,16,False
2015-10-25 03:04:00,0,16,False
2015-10-25 03:12:00,0,14,False
2015-10-25 03:20:00,0,14,False
2015-10-25 03:28:00,0,16,False
2015-10-25 03:36:00,0,15,False
2015-10-25 03:44:00,0,15,False
2015-10-25 03:52:00,0,15,False
2015-10-25 04:00:00,0,16,False
2015-10-25 04:08:00,0,18,False
2015-10-25 04:16:00,0,18,False
2015-10-25 04:24:00,0,17,False
2015-10-25 04:32:00,0,16,False
2015-10-25 04:40:00,0,20,False
2015-10-25 04:48:00,0,17,False
2015-10-25 04:56:00,0,19,False
2015-10-25 05:04:00,0,19,False
2015-10-25 05:12:00,0,18,False
2015-10-25 05:20:00,0,19,False
2015-10-25 05:28:00,0,19,False
2015-10-25 05:36:00,0,20,False
2015-10-25 05:44:00,0,19,False
2015-10-25 05:52:00,0,21,False
2015-10-25 06:00:00,0,20,False
2015-10-25 06:08:00,0,23,False
2015-10-25 06:16:00,0,21,False
2015-10-25 06:24:00,0,20,False
2015-10-25 06:32:00,0,21,False
2015-10-25 06:40:00,0,22,False
2015-10-25 06:48:00,0,22,False
2015-10-25 06:56:00,0,21,False
2015-10-25 07:04:00,0,24,False
2015-10-25 07:12:00,0,25,False
2015-10-25 07:20:00,0,25,False
2015-10-25 07:28:00,0,26,False
2015-10-25 07:36:00,0,27,False
2015-10-25 07:44:00,0,30,False
2015-10-25 07:52:00,0,29,False
2015-10-25 08:00:00,0,32,False
2015-10-25 08:08:00,0,33,False
2015-10-25 08:16:00,0,34,False
2015-10-25 08:24:00,0,36,False
2015-10-25 08:32:00,0,38,False
2015-10-25 08:40:00,0,38,False
2015-10-25 08:48:00,0,38,False
2015-10-25 08:56:00,0,39,False
2015-10-25 09:04:00,0,39,False
2015-10-25 09:12:00,0,39,False
2015-10-25 09:20:00,0,41,False
2015-10-25 09:28:00,0,40,False
2015-10-25 09:36:00,0,42,False
2015-10-25 09:44:00,0,41,False
2015-10-25 09:52:00,0,40,False
2015-10-25 10:00:00,0,42,False
2015-10-25 10:08:00,0,46,False
2015-10-25 10:16:00,0,42,False
2015-10-25 10:24:00,0,43,False
2015-10-25 10:32:00,0,40,False
2015-10-25 10:40:00,0,42,False
2015-10-25 10:48:00,0,47,False
2015-10-25 10:56:00,0,50,False
2015-10-25 11:04:00,0,50,False
2015-10-25 11:12:00,0,50,False
2015-10-25 11:20:00,0,50,False
2015-10-25 11:28:00,0,54,False
2015-10-25 11:36:00,0,60,False
2015-10-25 11:44:00,0,65,False
2015-10-25 11:52:00,0,76,False
2015-10-25 12:00:00,0,92,False
2015-10-25 12:08:00,0,90,False
2015-10-25 12:16:00,0,85,False
2015-10-25 12:24:00,0,87,False
2015-10-25 12:32:00,0,80,False
2015-10-25 12:40:00,0,81,False
2015-10-25 12:48:00,0,92,False
2015-10-25 12:56:00,0,82,False
2015-10-25 13:04:00,0,85,False
2015-10-25 13:12:00,0,87,False
2015-10-25 13:20:00,0,93,False
2015-10-25 13:28:00,0,91,False
2015-10-25 13:36:00,0,89,False
2015-10-25 13:44:00,0,100,False
2015-10-25 13:52:00,0,89,False
2015-10-25 14:00:00,0,72,False
2015-10-25 14:08:00,0,61,False
2015-10-25 14:16:00,0,53,False
2015-10-25 14:24:00,0,48,False
2015-10-25 14:32:00,0,46,False
2015-10-25 14:40:00,0,44,False
2015-10-25 14:48:00,0,43,False
2015-10-25 14:56:00,0,43,False
2015-10-25 15:04:00,0,38,False
2015-10-25 15:12:00,0,34,False
2015-10-25 15:20:00,0,34,False
2015-10-25 15:28:00,0,35,False
2015-10-25 15:36:00,0,32,False
2015-10-25 15:44:00,0,33,False
2015-10-25 15:52:00,0,34,False
2015-10-25 16:00:00,0,31,False
2015-10-25 16:08:00,0,29,False
2015-10-25 16:16:00,0,31,False
2015-10-25 16:24:00,0,32,False
2015-10-25 16:32:00,0,30,False
2015-10-25 16:40:00,0,31,False
2015-10-25 16:48:00,0,31,False
2015-10-25 16:56:00,0,29,False
2015-10-25 17:04:00,0,30,False
2015-10-25 17:12:00,0,27,False
2015-10-25 17:20:00,0,29,False
2015-10-25 17:28:00,0,29,False
2015-10-25 17:36:00,0,28,False
2015-10-25 17:44:00,0,27,False
2015-10-25 17:52:00,0,27,False
2015-10-25 18:00:00,0,27,False
2015-10-25 18:08:00,0,28,False
2015-10-25 18:16:00,0,29,False
2015-10-25 18:24:00,0,27,False
2015-10-25 18:32:00,0,28,False
2015-10-25 18:40:00,0,27,False
2015-10-25 18:48:00,0,28,False
2015-10-25 18:56:00,0,27,False
2015-10-25 19:04:00,0,28,False
2015-10-25 19:12:00,0,28,False
2015-10-25 19:20:00,0,29,False
2015-10-25 19:28:00,0,29,False
2015-10-25 19:36:00,0,28,False
2015-10-25 19:44:00,0,29,False
2015-10-25 19:52:00,0,28,False
2015-10-25 20:00:00,0,29,False
2015-10-25 20:08:00,0,29,False
2015-10-25 20:16:00,0,31,False
2015-10-25 20:24:00,0,31,False
2015-10-25 20:32:00,0,28,False
2015-10-25 20:40:00,0,29,False
2015-10-25 20:48:00,0,29,False
2015-10-25 20:56:00,0,29,False
2015-10-25 21:04:00,0,30,False
2015-10-25 21:12:00,0,30,False
2015-10-25 21:20:00,0,32,False
2015-10-25 21:28:00,0,32,False
2015-10-25 21:36:00,0,34,False
2015-10-25 21:44:00,0,31,False
2015-10-25 21:52:00,0,32,False
2015-10-25 22:00:00,0,37,False
2015-10-25 22:08:00,0,36,False
2015-10-25 22:16:00,0,33,False
2015-10-25 22:24:00,0,33,False
2015-10-25 22:32:00,0,35,False
2015-10-25 22:40:00,0,31,False
2015-10-25 22:48:00,0,38,False
2015-10-25 22:56:00,0,31,False
2015-10-31 01:04:00,0,56,False
2015-10-31 01:12:00,0,54,False
2015-10-31 01:20:00,0,50,False
2015-10-31 01:28:00,0,54,False
2015-10-31 01:36:00,0,56,False
2015-10-31 01:44:00,0,52,False
2015-10-31 01:52:00,0,51,False
2015-10-31 02:00:00,0,59,False
2015-10-31 02:08:00,0,57,False
2015-10-31 02:16:00,0,52,False
2015-10-31 02:24:00,0,51,False
2015-10-31 02:32:00,0,54,False
2015-10-31 02:40:00,0,51,False
2015-10-31 02:48:00,0,59,False
2015-10-31 02:56:00,0,58,False
2015-10-31 03:04:00,0,52,False
2015-10-31 03:12:00,0,53,False
2015-10-31 03:20:00,0,54,False
2015-10-31 03:28:00,0,62,False
2015-10-31 03:36:00,0,52,False
2015-10-31 03:44:00,0,56,False
2015-10-31 03:52:00,0,56,False
2015-10-31 04:00:00,0,55,False
2015-10-31 04:08:00,0,58,False
2015-10-31 04:16:00,0,50,False
2015-10-31 04:24:00,0,57,False
2015-10-31 04:32:00,0,57,False
2015-10-31 04:40:00,0,55,False
2015-10-31 04:48:00,0,55,False
2015-10-31 04:56:00,0,54,False
2015-10-31 05:04:00,0,56,False
2015-10-31 05:12:00,0,57,False
2015-10-31 05:20:00,0,50,False
2015-10-31 05:28:00,0,53,False
2015-10-31 05:36:00,0,56,False
2015-10-31 05:44:00,0,60,False
2015-10-31 05:52:00,0,52,False
2015-10-31 06:00:00,0,58,False
2015-10-31 06:08:00,0,55,False
2015-10-31 06:16:00,0,49,False
2015-10-31 06:24:00,0,57,False
2015-10-31 06:32:00,0,53,False
2015-10-31 06:40:00,0,56,False
2015-10-31 06:48:00,0,59,False
2015-10-31 06:56:00,0,56,False
2015-10-31 07:04:00,0,64,False
2015-10-31 07:12:00,0,66,False
2015-10-31 07:20:00,0,61,False
2015-10-31 07:28:00,0,64,False
2015-10-31 07:36:00,0,65,False
2015-10-31 07:44:00,0,71,False
2015-10-31 07:52:00,0,69,False
2015-10-31 08:00:00,0,63,False
2015-10-31 08:08:00,0,64,False
2015-10-31 08:16:00,0,77,False
2015-10-31 08:24:00,0,77,False
2015-10-31 08:32:00,0,76,False
2015-10-31 08:40:00,0,73,False
2015-10-31 08:48:00,0,76,False
2015-10-31 08:56:00,0,83,False
2015-10-31 09:04:00,0,86,False
2015-10-31 09:12:00,0,84,False
2015-10-31 09:20:00,0,87,False
2015-10-31 09:28:00,0,83,False
2015-10-31 09:36:00,0,81,False
2015-10-31 09:44:00,0,84,False
2015-10-31 09:52:00,0,89,False
2015-10-31 10:00:00,0,85,False
2015-10-31 10:08:00,0,82,False
2015-10-31 10:16:00,0,88,False
2015-10-31 10:24:00,0,85,False
2015-10-31 10:32:00,0,88,False
2015-10-31 10:40:00,0,80,False
2015-10-31 10:48:00,0,85,False
2015-10-31 10:56:00,0,84,False
2015-10-31 11:04:00,0,80,False
2015-10-31 11:12:00,0,77,False
2015-10-31 11:20:00,0,80,False
2015-10-31 11:28:00,0,83,False
2015-10-31 11:36:00,0,71,False
2015-10-31 11:44:00,0,72,False
2015-10-31 11:52:00,0,79,False
2015-10-31 12:00:00,0,72,False
2015-10-31 12:08:00,0,75,False
2015-10-31 12:16:00,0,73,False
2015-10-31 12:24:00,0,73,False
2015-10-31 12:32:00,0,64,False
2015-10-31 12:40:00,0,70,False
2015-10-31 12:48:00,0,63,False
2015-10-31 12:56:00,0,67,False
2015-10-31 13:04:00,0,64,False
2015-10-31 13:12:00,0,65,False
2015-10-31 13:20:00,0,64,False
2015-10-31 13:28:00,0,62,False
2015-10-31 13:36:00,0,63,False
2015-10-31 13:44:00,0,61,False
2015-10-31 13:52:00,0,64,False
2015-10-31 14:00:00,0,70,False
2015-10-31 14:08:00,0,63,False
2015-10-31 14:16:00,0,59,False
2015-10-31 14:24:00,0,63,False
2015-10-31 14:32:00,0,63,False
2015-10-31 14:40:00,0,72,False
2015-10-31 14:48:00,0,77,False
2015-10-31 14:56:00,0,89,False
2015-10-31 15:04:00,0,96,False
2015-10-31 15:12:00,0,90,False
2015-10-31 15:20:00,0,84,False
2015-10-31 15:28:00,0,85,False
2015-10-31 15:36:00,0,85,False
2015-10-31 15:44:00,0,86,False
2015-10-31 15:52:00,0,84,False
2015-10-31 16:00:00,0,87,False
2015-10-31 16:08:00,0,85,False
2015-10-31 16:16:00,0,97,False
2015-10-31 16:24:00,0,90,False
2015-10-31 16:32:00,0,100,False
2015-10-31 16:40:00,0,90,False
2015-10-31 16:48:00,0,95,False
2015-10-31 16:56:00,0,92,False
2015-10-31 17:04:00,0,79,False
2015-10-31 17:12:00,0,73,False
2015-10-31 17:20:00,0,68,False
2015-10-31 17:28:00,0,68,False
2015-10-31 17:36:00,0,66,False
2015-10-31 17:44:00,0,63,False
2015-10-31 17:52:00,0,64,False
2015-10-31 18:00:00,0,63,False
2015-10-31 18:08:00,0,62,False
2015-10-31 18:16:00,0,56,False
2015-10-31 18:24:00,0,60,False
2015-10-31 18:32:00,0,61,False
2015-10-31 18:40:00,0,62,False
2015-10-31 18:48:00,0,57,False
2015-10-31 18:56:00,0,55,False
2015-10-31 19:04:00,0,59,False
2015-10-31 19:12:00,0,57,False
2015-10-31 19:20:00,0,59,False
2015-10-31 19:28:00,0,55,False
2015-10-31 19:36:00,0,59,False
2015-10-31 19:44:00,0,62,False
2015-10-31 19:52:00,0,63,False
2015-10-31 20:00:00,0,62,False
2015-10-31 20:08:00,0,60,False
2015-10-31 20:16:00,0,63,False
2015-10-31 20:24:00,0,66,False
2015-10-31 20:32:00,0,71,False
2015-10-31 20:40:00,0,65,False
2015-10-31 20:48:00,0,72,False
2015-10-31 20:56:00,0,65,False
2015-10-31 21:04:00,0,72,False
2015-10-31 21:12:00,0,69,False
2015-10-31 21:20:00,0,76,False
2015-10-31 21:28:00,0,72,False
2015-10-31 21:36:00,0,73,False
2015-10-31 21:44:00,0,71,False
2015-10-31 21:52:00,0,74,False
2015-10-31 22:00:00,0,80,False
2015-10-31 22:08:00,0,81,False
2015-10-31 22:16:00,0,80,False
2015-10-31 22:24:00,0,81,False
2015-10-31 22:32:00,0,84,False
2015-10-31 22:40:00,0,80,False
2015-10-31 22:48:00,0,80,False
2015-10-31 22:56:00,0,79,False
2015-11-07 01:04:00,0,34,False
2015-11-07 01:12:00,0,35,False
2015-11-07 01:20:00,0,35,False
2015-11-07 01:28:00,0,35,False
2015-11-07 01:36:00,0,35,False
2015-11-07 01:44:00,0,35,False
2015-11-07 01:52:00,0,35,False
2015-11-07 02:00:00,0,33,False
2015-11-07 02:08:00,0,35,False
2015-11-07 02:16:00,0,31,False
2015-11-07 02:24:00,0,31,False
2015-11-07 02:32:00,0,33,False
2015-11-07 02:40:00,0,29,False
2015-11-07 02:48:00,0,32,False
2015-11-07 02:56:00,0,37,False
2015-11-07 03:04:00,0,31,False
2015-11-07 03:12:00,0,34,False
2015-11-07 03:20:00,0,32,False
2015-11-07 03:28:00,0,35,False
2015-11-07 03:36:00,0,34,False
2015-11-07 03:44:00,0,33,False
2015-11-07 03:52:00,0,34,False
2015-11-07 04:00:00,0,35,False
2015-11-07 04:08:00,0,36,False
2015-11-07 04:16:00,0,38,False
2015-11-07 04:24:00,0,37,False
2015-11-07 04:32:00,0,38,False
2015-11-07 04:40:00,0,40,False
2015-11-07 04:48:00,0,35,False
2015-11-07 04:56:00,0,38,False
2015-11-07 05:04:00,0,41,False
2015-11-07 05:12:00,0,41,False
2015-11-07 05:20:00,0,40,False
2015-11-07 05:28:00,0,44,False
2015-11-07 05:36:00,0,40,False
2015-11-07 05:44:00,0,39,False
2015-11-07 05:52:00,0,45,False
2015-11-07 06:00:00,0,48,False
2015-11-07 06:08:00,0,48,False
2015-11-07 06:16:00,0,45,False
2015-11-07 06:24:00,0,48,False
2015-11-07 06:32:00,0,45,False
2015-11-07 06:40:00,0,44,False
2015-11-07 06:48:00,0,44,False
2015-11-07 06:56:00,0,42,False
2015-11-07 07:04:00,0,48,False
2015-11-07 07:12:00,0,52,False
2015-11-07 07:20:00,0,47,False
2015-11-07 07:28:00,0,50,False
2015-11-07 07:36:00,0,50,False
2015-11-07 07:44:00,0,50,False
2015-11-07 07:52:00,0,51,False
2015-11-07 08:00:00,0,54,False
2015-11-07 08:08:00,0,59,False
2015-11-07 08:16:00,0,57,False
2015-11-07 08:24:00,0,57,False
2015-11-07 08:32:00,0,58,False
2015-11-07 08:40:00,0,56,False
2015-11-07 08:48:00,0,60,False
2015-11-07 08:56:00,0,60,False
2015-11-07 09:04:00,0,60,False
2015-11-07 09:12:00,0,64,False
2015-11-07 09:20:00,0,59,False
2015-11-07 09:28:00,0,64,False
2015-11-07 09:36:00,0,63,False
2015-11-07 09:44:00,0,65,False
2015-11-07 09:52:00,0,66,False
2015-11-07 10:00:00,0,69,False
2015-11-07 10:08:00,0,63,False
2015-11-07 10:16:00,0,65,False
2015-11-07 10:24:00,0,72,False
2015-11-07 10:32:00,0,67,False
2015-11-07 10:40:00,0,66,False
2015-11-07 10:48:00,0,67,False
2015-11-07 10:56:00,0,64,False
2015-11-07 11:04:00,0,67,False
2015-11-07 11:12:00,0,68,False
2015-11-07 11:20:00,0,68,False
2015-11-07 11:28:00,0,66,False
2015-11-07 11:36:00,0,71,False
2015-11-07 11:44:00,0,71,False
2015-11-07 11:52:00,0,71,False
2015-11-07 12:00:00,0,73,False
2015-11-07 12:08:00,0,76,False
2015-11-07 12:16:00,0,77,False
2015-11-07 12:24:00,0,82,False
2015-11-07 12:32:00,0,82,False
2015-11-07 12:40:00,0,100,False
2015-11-07 12:48:00,0,100,False
2015-11-07 12:56:00,0,99,False
2015-11-07 13:04:00,0,95,False
2015-11-07 13:12:00,0,96,False
2015-11-07 13:20:00,0,92,False
2015-11-07 13:28:00,0,91,False
2015-11-07 13:36:00,0,85,False
2015-11-07 13:44:00,0,88,False
2015-11-07 13:52:00,0,94,False
2015-11-07 14:00:00,0,97,False
2015-11-07 14:08:00,0,91,False
2015-11-07 14:16:00,0,95,False
2015-11-07 14:24:00,0,89,False
2015-11-07 14:32:00,0,99,False
2015-11-07 14:40:00,0,94,False
2015-11-07 14:48:00,0,76,False
2015-11-07 14:56:00,0,65,False
2015-11-07 15:04:00,0,61,False
2015-11-07 15:12:00,0,61,False
2015-11-07 15:20:00,0,61,False
2015-11-07 15:28:00,0,54,False
2015-11-07 15:36:00,0,51,False
2015-11-07 15:44:00,0,49,False
2015-11-07 15:52:00,0,48,False
2015-11-07 16:00:00,0,45,False
2015-11-07 16:08:00,0,48,False
2015-11-07 16:16:00,0,47,False
2015-11-07 16:24:00,0,42,False
2015-11-07 16:32:00,0,46,False
2015-11-07 16:40:00,0,42,False
2015-11-07 16:48:00,0,42,False
2015-11-07 16:56:00,0,47,False
2015-11-07 17:04:00,0,47,False
2015-11-07 17:12:00,0,45,False
2015-11-07 17:20:00,0,45,False
2015-11-07 17:28:00,0,43,False
2015-11-07 17:36:00,0,45,False
2015-11-07 17:44:00,0,43,False
2015-11-07 17:52:00,0,40,False
2015-11-07 18:00:00,0,46,False
2015-11-07 18:08:00,0,40,False
2015-11-07 18:16:00,0,40,False
2015-11-07 18:24:00,0,42,False
2015-11-07 18:32:00,0,40,False
2015-11-07 18:40:00,0,41,False
2015-11-07 18:48:00,0,39,False
2015-11-07 18:56:00,0,41,False
2015-11-07 19:04:00,0,39,False
2015-11-07 19:12:00,0,42,False
2015-11-07 19:20:00,0,41,False
2015-11-07 19:28:00,0,44,False
2015-11-07 19:36:00,0,44,False
2015-11-07 19:44:00,0,41,False
2015-11-07 19:52:00,0,41,False
2015-11-07 20:00:00,0,43,False
2015-11-07 20:08:00,0,45,False
2015-11-07 20:16:00,0,44,False
2015-11-07 20:24:00,0,45,False
2015-11-07 20:32:00,0,48,False
2015-11-07 20:40:00,0,45,False
2015-11-07 20:48:00,0,48,False
2015-11-07 20:56:00,0,48,False
2015-11-07 21:04:00,0,52,False
2015-11-07 21:12:00,0,49,False
2015-11-07 21:20:00,0,58,False
2015-11-07 21:28:00,0,53,False
2015-11-07 21:36:00,0,53,False
2015-11-07 21:44:00,0,54,False
2015-11-07 21:52:00,0,55,False
2015-11-07 22:00:00,0,57,False
2015-11-07 22:08:00,0,50,False
2015-11-07 22:16:00,0,52,False
2015-11-07 22:24:00,0,52,False
2015-11-07 22:32:00,0,49,False
2015-11-07 22:40:00,0,57,False
2015-11-07 22:48:00,0,55,False
2015-11-07 22:56:00,0,49,False
2015-11-21 01:04:00,0,58,False
2015-11-21 01:12:00,0,47,False
2015-11-21 01:20:00,0,53,False
2015-11-21 01:28:00,0,43,False
2015-11-21 01:36:00,0,49,False
2015-11-21 01:44:00,0,46,False
2015-11-21 01:52:00,0,39,False
2015-11-21 02:00:00,0,48,False
2015-11-21 02:08:00,0,48,False
2015-11-21 02:16:00,0,48,False
2015-11-21 02:24:00,0,42,False
2015-11-21 02:32:00,0,42,False
2015-11-21 02:40:00,0,42,False
2015-11-21 02:48:00,0,41,False
2015-11-21 02:56:00,0,45,False
2015-11-21 03:04:00,0,45,False
2015-11-21 03:12:00,0,44,False
2015-11-21 03:20:00,0,45,False
2015-11-21 03:28:00,0,44,False
2015-11-21 03:36:00,0,45,False
2015-11-21 03:44:00,0,45,False
2015-11-21 03:52:00,0,44,False
2015-11-21 04:00:00,0,43,False
2015-11-21 04:08:00,0,48,False
2015-11-21 04:16:00,0,48,False
2015-11-21 04:24:00,0,47,False
2015-11-21 04:32:00,0,41,False
2015-11-21 04:40:00,0,45,False
2015-11-21 04:48:00,0,48,False
2015-11-21 04:56:00,0,45,False
2015-11-21 05:04:00,0,46,False
2015-11-21 05:12:00,0,47,False
2015-11-21 05:20:00,0,41,False
2015-11-21 05:28:00,0,44,False
2015-11-21 05:36:00,0,39,False
2015-11-21 05:44:00,0,45,False
2015-11-21 05:52:00,0,51,False
2015-11-21 06:00:00,0,49,False
2015-11-21 06:08:00,0,47,False
2015-11-21 06:16:00,0,51,False
2015-11-21 06:24:00,0,50,False
2015-11-21 06:32:00,0,59,False
2015-11-21 06:40:00,0,52,False
2015-11-21 06:48:00,0,54,False
2015-11-21 06:56:00,0,52,False
2015-11-21 07:04:00,0,51,False
2015-11-21 07:12:00,0,52,False
2015-11-21 07:20:00,0,61,False
2015-11-21 07:28:00,0,56,False
2015-11-21 07:36:00,0,60,False
2015-11-21 07:44:00,0,57,False
2015-11-21 07:52:00,0,64,False
2015-11-21 08:00:00,0,69,False
2015-11-21 08:08:00,0,68,False
2015-11-21 08:16:00,0,66,False
2015-11-21 08:24:00,0,64,False
2015-11-21 08:32:00,0,70,False
2015-11-21 08:40:00,0,75,False
2015-11-21 08:48:00,0,81,False
2015-11-21 08:56:00,0,73,False
2015-11-21 09:04:00,0,78,False
2015-11-21 09:12:00,0,79,False
2015-11-21 09:20:00,0,84,False
2015-11-21 09:28:00,0,85,False
2015-11-21 09:36:00,0,82,False
2015-11-21 09:44:00,0,82,False
2015-11-21 09:52:00,0,79,False
2015-11-21 10:00:00,0,77,False
2015-11-21 10:08:00,0,80,False
2015-11-21 10:16:00,0,84,False
2015-11-21 10:24:00,0,83,False
2015-11-21 10:32:00,0,88,False
2015-11-21 10:40:00,0,80,False
2015-11-21 10:48:00,0,80,False
2015-11-21 10:56:00,0,80,False
2015-11-21 11:04:00,0,78,False
2015-11-21 11:12:00,0,80,False
2015-11-21 11:20:00,0,76,False
2015-11-21 11:28:00,0,76,False
2015-11-21 11:36:00,0,77,False
2015-11-21 11:44:00,0,74,False
2015-11-21 11:52:00,0,73,False
2015-11-21 12:00:00,0,73,False
2015-11-21 12:08:00,0,70,False
2015-11-21 12:16:00,0,70,False
2015-11-21 12:24:00,0,66,False
2015-11-21 12:32:00,0,63,False
2015-11-21 12:40:00,0,64,False
2015-11-21 12:48:00,0,61,False
2015-11-21 12:56:00,0,62,False
2015-11-21 13:04:00,0,62,False
2015-11-21 13:12:00,0,62,False
2015-11-21 13:20:00,0,57,False
2015-11-21 13:28:00,0,61,False
2015-11-21 13:36:00,0,62,False
2015-11-21 13:44:00,0,59,False
2015-11-21 13:52:00,0,57,False
2015-11-21 14:00:00,0,60,False
2015-11-21 14:08:00,0,59,False
2015-11-21 14:16:00,0,60,False
2015-11-21 14:24:00,0,61,False
2015-11-21 14:32:00,0,69,False
2015-11-21 14:40:00,0,79,False
2015-11-21 14:48:00,0,81,False
2015-11-21 14:56:00,0,100,False
2015-11-21 15:04:00,0,97,False
2015-11-21 15:12:00,0,87,False
2015-11-21 15:20:00,0,87,False
2015-11-21 15:28:00,0,87,False
2015-11-21 15:36:00,0,84,False
2015-11-21 15:44:00,0,94,False
2015-11-21 15:52:00,0,95,False
2015-11-21 16:00:00,0,93,False
2015-11-21 16:08:00,0,98,False
2015-11-21 16:16:00,0,99,False
2015-11-21 16:24:00,0,94,False
2015-11-21 16:32:00,0,93,False
2015-11-21 16:40:00,0,100,False
2015-11-21 16:48:00,0,95,False
2015-11-21 16:56:00,0,90,False
2015-11-21 17:04:00,0,81,False
2015-11-21 17:12:00,0,76,False
2015-11-21 17:20:00,0,70,False
2015-11-21 17:28:00,0,69,False
2015-11-21 17:36:00,0,71,False
2015-11-21 17:44:00,0,69,False
2015-11-21 17:52:00,0,63,False
2015-11-21 18:00:00,0,66,False
2015-11-21 18:08:00,0,66,False
2015-11-21 18:16:00,0,63,False
2015-11-21 18:24:00,0,62,False
2015-11-21 18:32:00,0,62,False
2015-11-21 18:40:00,0,64,False
2015-11-21 18:48:00,0,63,False
2015-11-21 18:56:00,0,65,False
2015-11-21 19:04:00,0,60,False
2015-11-21 19:12:00,0,70,False
2015-11-21 19:20:00,0,71,False
2015-11-21 19:28:00,0,68,False
2015-11-21 19:36:00,0,63,False
2015-11-21 19:44:00,0,66,False
2015-11-21 19:52:00,0,66,False
2015-11-21 20:00:00,0,66,False
2015-11-21 20:08:00,0,68,False
2015-11-21 20:16:00,0,68,False
2015-11-21 20:24:00,0,65,False
2015-11-21 20:32:00,0,76,False
2015-11-21 20:40:00,0,71,False
2015-11-21 20:48:00,0,73,False
2015-11-21 20:56:00,0,71,False
2015-11-21 21:04:00,0,70,False
2015-11-21 21:12:00,0,73,False
2015-11-21 21:20:00,0,72,False
2015-11-21 21:28:00,0,72,False
2015-11-21 21:36:00,0,72,False
2015-11-21 21:44:00,0,68,False
2015-11-21 21:52:00,0,76,False
2015-11-21 22:00:00,0,71,False
2015-11-21 22:08:00,0,78,False
2015-11-21 22:16:00,0,73,False
2015-11-21 22:24:00,0,74,False
2015-11-21 22:32:00,0,82,False
2015-11-21 22:40:00,0,91,False
2015-11-21 22:48:00,0,92,False
2015-11-21 22:56:00,0,76,False
2015-11-28 01:04:00,0,52,False
2015-11-28 01:12:00,0,49,False
2015-11-28 01:20:00,0,47,False
2015-11-28 01:28:00,0,48,False
2015-11-28 01:36:00,0,45,False
2015-11-28 01:44:00,0,46,False
2015-11-28 01:52:00,0,46,False
2015-11-28 02:00:00,0,47,False
2015-11-28 02:08:00,0,44,False
2015-11-28 02:16:00,0,47,False
2015-11-28 02:24:00,0,46,False
2015-11-28 02:32:00,0,44,False
2015-11-28 02:40:00,0,49,False
2015-11-28 02:48:00,0,44,False
2015-11-28 02:56:00,0,44,False
2015-11-28 03:04:00,0,47,False
2015-11-28 03:12:00,0,45,False
2015-11-28 03:20:00,0,42,False
2015-11-28 03:28:00,0,47,False
2015-11-28 03:36:00,0,49,False
2015-11-28 03:44:00,0,42,False
2015-11-28 03:52:00,0,43,False
2015-11-28 04:00:00,0,50,False
2015-11-28 04:08:00,0,46,False
2015-11-28 04:16:00,0,47,False
2015-11-28 04:24:00,0,47,False
2015-11-28 04:32:00,0,48,False
2015-11-28 04:40:00,0,55,False
2015-11-28 04:48:00,0,51,False
2015-11-28 04:56:00,0,51,False
2015-11-28 05:04:00,0,58,False
2015-11-28 05:12:00,0,56,False
2015-11-28 05:20:00,0,59,False
2015-11-28 05:28:00,0,58,False
2015-11-28 05:36:00,0,55,False
2015-11-28 05:44:00,0,62,False
2015-11-28 05:52:00,0,58,False
2015-11-28 06:00:00,0,57,False
2015-11-28 06:08:00,0,55,False
2015-11-28 06:16:00,0,56,False
2015-11-28 06:24:00,0,55,False
2015-11-28 06:32:00,0,57,False
2015-11-28 06:40:00,0,65,False
2015-11-28 06:48:00,0,58,False
2015-11-28 06:56:00,0,60,False
2015-11-28 07:04:00,0,63,False
2015-11-28 07:12:00,0,62,False
2015-11-28 07:20:00,0,65,False
2015-11-28 07:28:00,0,65,False
2015-11-28 07:36:00,0,67,False
2015-11-28 07:44:00,0,73,False
2015-11-28 07:52:00,0,67,False
2015-11-28 08:00:00,0,76,False
2015-11-28 08:08:00,0,74,False
2015-11-28 08:16:00,0,81,False
2015-11-28 08:24:00,0,76,False
2015-11-28 08:32:00,0,74,False
2015-11-28 08:40:00,0,72,False
2015-11-28 08:48:00,0,83,False
